[-9.997999799979999e-05, -1.6263032587282565e-23, -1.983767198029484e-05, -8.376874500981953e-05, -0.00014481517067425583, -0.0002920256380271129, -0.00031183062641888267, -0.00022463827175506722]
[-9.977997799779979e-05, -1.6263032587282565e-23, -1.9797984730159167e-05, -8.360115724346994e-05, -0.00014452545341773064, -0.00029144141148309595, -0.000311206778011522, -0.00022418886038814653][-9.957995799579958e-05, -1.6263032587282565e-23, -1.9758297480023585e-05, -8.343356947712037e-05, -0.00014423573616120506, -0.000290857184939079, -0.0003105829296041633, -0.00022373944902122638]
[-9.937993799379938e-05, -1.6263032587282565e-23, -1.9718610229887898e-05, -8.326598171077086e-05, -0.00014394601890467914, -0.0002902729583950613, -0.00030995908119680346, -0.00022329003765430704]
[-9.917991799179919e-05, -1.6263032587282565e-23, -1.9678922979752323e-05, -8.309839394442131e-05, -0.000143656301648154, -0.0002896887318510438, -0.0003093352327894433, -0.0002228406262873865]
[-9.897989798979899e-05, -1.6263032587282565e-23, -1.9639235729616633e-05, -8.293080617807175e-05, -0.00014336658439162875, -0.0002891045053070269, -0.0003087113843820828, -0.0002223912149204665]
[-9.877987798779878e-05, -1.6263032587282565e-23, -1.959954847948107e-05, -8.276321841172223e-05, -0.00014307686713510318, -0.0002885202787630093, -0.0003080875359747232, -0.0002219418035535457]
[-9.857985798579858e-05, -1.6263032587282565e-23, -1.955986122934539e-05, -8.259563064537269e-05, -0.00014278714987857734, -0.00028793605221899126, -0.0003074636875673623, -0.00022149239218662538]
[-9.837983798379839e-05, -1.6263032587282565e-23, -1.9520173979209826e-05, -8.242804287902312e-05, -0.00014249743262205206, -0.0002873518256749734, -0.0003068398391600034, -0.00022104298081970607]
[-9.817981798179819e-05, -1.6263032587282565e-23, -1.948048672907412e-05, -8.226045511267361e-05, -0.00014220771536552681, -0.0002867675991309566, -0.00030621599075264386, -0.00022059356945278527]
[-9.797979797979798e-05, -1.6263032587282565e-23, -1.944079947893853e-05, -8.209286734632397e-05, -0.00014191799810900124, -0.0002861833725869399, -0.0003055921423452836, -0.0002201441580858653]
[-9.777977797779778e-05, -1.6263032587282565e-23, -1.940111222880286e-05, -8.192527957997445e-05, -0.00014162828085247542, -0.00028559914604292194, -0.0003049682939379228, -0.00021969474671894464]
[-9.757975797579759e-05, -1.6263032587282565e-23, -1.9361424978667285e-05, -8.175769181362495e-05, -0.0001413385635959502, -0.0002850149194989046, -0.00030434444553056287, -0.00021924533535202438]
[-9.737973797379739e-05, -1.6263032587282565e-23, -1.932173772853161e-05, -8.159010404727534e-05, -0.00014104884633942482, -0.00028443069295488744, -0.00030372059712320326, -0.00021879592398510472]
[-9.717971797179718e-05, -1.6263032587282565e-23, -1.9282050478396063e-05, -8.142251628092583e-05, -0.0001407591290828996, -0.00028384646641086976, -0.00030309674871584257, -0.00021834651261818375]
[-9.697969796979698e-05, -1.6263032587282565e-23, -1.9242363228260366e-05, -8.125492851457636e-05, -0.00014046941182637368, -0.00028326223986685153, -0.00030247290030848404, -0.000217897101251264]
[-9.677967796779679e-05, -1.6263032587282565e-23, -1.9202675978124774e-05, -8.10873407482267e-05, -0.00014017969456984837, -0.000282678013322834, -0.0003018490519011237, -0.00021744768988434364]
[-9.657965796579658e-05, -1.6263032587282565e-23, -1.9162988727989097e-05, -8.09197529818772e-05, -0.00013988997731332286, -0.0002820937867788173, -0.00030122520349376347, -0.00021699827851742355]
[-9.637963796379638e-05, -1.6263032587282565e-23, -1.9123301477853515e-05, -8.075216521552769e-05, -0.00013960026005679772, -0.00028150956023480065, -0.0003006013550864028, -0.00021654886715050367]
[-9.617961796179618e-05, -1.6263032587282565e-23, -1.9083614227717852e-05, -8.058457744917813e-05, -0.00013931054280027182, -0.00028092533369078275, -0.00029997750667904355, -0.00021609945578358286]
[-9.597959795979599e-05, -1.6263032587282565e-23, -1.9043926977582236e-05, -8.041698968282863e-05, -0.00013902082554374652, -0.00028034110714676545, -0.0002993536582716826, -0.0002156500444166627]
