,Quad,Labels,Angle,OTR8,OTR9,OTR40,OTR41,OTR42,OTR43
3060,QM2,DY,-8.72e-05,2.07e-22,-3.24e-05,-2.27e-08,-0.008104782,-2.11E-08,-0.007959343
3061,QM2,DY,-8.7e-05,2.07e-22,-3.23e-05,-2.27e-08,-0.008086172,-2.11E-08,-0.007941066
3062,QM2,DY,-8.68e-05,2.07e-22,-3.23e-05,-2.27e-08,-0.008067562,-2.11E-08,-0.00792279
3063,QM2,DY,-8.66e-05,2.07e-22,-3.22e-05,-2.27e-08,-0.008048952,-2.11E-08,-0.007904514
3064,QM2,DY,-8.64e-05,2.07e-22,-3.21e-05,-2.27e-08,-0.008030341,-2.11E-08,-0.007886237
3065,QM2,DY,-8.62e-05,2.07e-22,-3.2e-05,-2.27e-08,-0.008011731,-2.11E-08,-0.007867961
3066,QM2,DY,-8.6e-05,2.07e-22,-3.2e-05,-2.27e-08,-0.007993121,-2.11E-08,-0.007849685
3067,QM2,DY,-8.58e-05,2.07e-22,-3.19e-05,-2.27e-08,-0.00797451,-2.11E-08,-0.007831408
3068,QM2,DY,-8.56e-05,2.07e-22,-3.18e-05,-2.27e-08,-0.0079559,-2.11E-08,-0.007813132
3069,QM2,DY,-8.54e-05,2.07e-22,-3.18e-05,-2.27e-08,-0.00793729,-2.11E-08,-0.007794856
3070,QM2,DY,-8.52e-05,2.07e-22,-3.17e-05,-2.27e-08,-0.00791868,-2.11E-08,-0.007776579
3071,QM2,DY,-8.5e-05,2.07e-22,-3.16e-05,-2.27e-08,-0.007900069,-2.11E-08,-0.007758303
3072,QM2,DY,-8.48e-05,2.07e-22,-3.15e-05,-2.27e-08,-0.007881459,-2.11E-08,-0.007740027
3073,QM2,DY,-8.46e-05,2.07e-22,-3.15e-05,-2.27e-08,-0.007862849,-2.11E-08,-0.00772175
3074,QM2,DY,-8.44e-05,2.07e-22,-3.14e-05,-2.27e-08,-0.007844238,-2.11E-08,-0.007703474
3075,QM2,DY,-8.42e-05,2.07e-22,-3.13e-05,-2.27e-08,-0.007825628,-2.11E-08,-0.007685198
3076,QM2,DY,-8.4e-05,2.07e-22,-3.12e-05,-2.27e-08,-0.007807018,-2.11E-08,-0.007666921
3077,QM2,DY,-8.38e-05,2.07e-22,-3.12e-05,-2.27e-08,-0.007788407,-2.11E-08,-0.007648645
3078,QM2,DY,-8.36e-05,2.07e-22,-3.11e-05,-2.27e-08,-0.007769797,-2.11E-08,-0.007630369
3079,QM2,DY,-8.34e-05,2.07e-22,-3.1e-05,-2.27e-08,-0.007751187,-2.11E-08,-0.007612092
3080,QM2,DY,-8.32e-05,2.07e-22,-3.09e-05,-2.27e-08,-0.007732577,-2.11E-08,-0.007593816
3081,QM2,DY,-8.3e-05,2.07e-22,-3.09e-05,-2.27e-08,-0.007713966,-2.11E-08,-0.00757554
3082,QM2,DY,-8.28e-05,2.07e-22,-3.08e-05,-2.27e-08,-0.007695356,-2.11E-08,-0.007557263
3083,QM2,DY,-8.26e-05,2.07e-22,-3.07e-05,-2.27e-08,-0.007676746,-2.11E-08,-0.007538987
3084,QM2,DY,-8.24e-05,2.07e-22,-3.06e-05,-2.27e-08,-0.007658135,-2.11E-08,-0.007520711
3085,QM2,DY,-8.22e-05,2.07e-22,-3.06e-05,-2.27e-08,-0.007639525,-2.11E-08,-0.007502434
3086,QM2,DY,-8.2e-05,2.07e-22,-3.05e-05,-2.27e-08,-0.007620915,-2.11E-08,-0.007484158
3087,QM2,DY,-8.18e-05,2.07e-22,-3.04e-05,-2.27e-08,-0.007602305,-2.11E-08,-0.007465882
3088,QM2,DY,-8.16e-05,2.07e-22,-3.03e-05,-2.27e-08,-0.007583694,-2.11E-08,-0.007447605
3089,QM2,DY,-8.14e-05,2.07e-22,-3.03e-05,-2.27e-08,-0.007565084,-2.11E-08,-0.007429329
3090,QM2,DY,-8.12e-05,2.07e-22,-3.02e-05,-2.27e-08,-0.007546474,-2.11E-08,-0.007411053
3091,QM2,DY,-8.1e-05,2.07e-22,-3.01e-05,-2.27e-08,-0.007527863,-2.11E-08,-0.007392776
3092,QM2,DY,-8.08e-05,2.07e-22,-3e-05,-2.27e-08,-0.007509253,-2.11E-08,-0.0073745
3093,QM2,DY,-8.06e-05,2.07e-22,-3e-05,-2.27e-08,-0.007490643,-2.11E-08,-0.007356224
3094,QM2,DY,-8.04e-05,2.07e-22,-2.99e-05,-2.27e-08,-0.007472033,-2.11E-08,-0.007337947
3095,QM2,DY,-8.02e-05,2.07e-22,-2.98e-05,-2.27e-08,-0.007453422,-2.11E-08,-0.007319671
3096,QM2,DY,-8e-05,2.07e-22,-2.97e-05,-2.27e-08,-0.007434812,-2.11E-08,-0.007301395
3097,QM2,DY,-7.98e-05,2.07e-22,-2.97e-05,-2.27e-08,-0.007416202,-2.11E-08,-0.007283118
3098,QM2,DY,-7.96e-05,2.07e-22,-2.96e-05,-2.27e-08,-0.007397591,-2.11E-08,-0.007264842
3099,QM2,DY,-7.94e-05,2.07e-22,-2.95e-05,-2.27e-08,-0.007378981,-2.11E-08,-0.007246566
3100,QM2,DY,-7.92e-05,2.07e-22,-2.94e-05,-2.27e-08,-0.007360371,-2.11E-08,-0.007228289
3101,QM2,DY,-7.9e-05,2.07e-22,-2.94e-05,-2.27e-08,-0.00734176,-2.11E-08,-0.007210013
3102,QM2,DY,-7.88e-05,2.07e-22,-2.93e-05,-2.27e-08,-0.00732315,-2.11E-08,-0.007191737
3103,QM2,DY,-7.86e-05,2.07e-22,-2.92e-05,-2.27e-08,-0.00730454,-2.11E-08,-0.00717346
3104,QM2,DY,-7.84e-05,2.07e-22,-2.91e-05,-2.27e-08,-0.00728593,-2.11E-08,-0.007155184
3105,QM2,DY,-7.82e-05,2.07e-22,-2.91e-05,-2.27e-08,-0.007267319,-2.11E-08,-0.007136908
3106,QM2,DY,-7.8e-05,2.07e-22,-2.9e-05,-2.27e-08,-0.007248709,-2.11E-08,-0.007118631
3107,QM2,DY,-7.78e-05,2.07e-22,-2.89e-05,-2.27e-08,-0.007230099,-2.11E-08,-0.007100355
3108,QM2,DY,-7.76e-05,2.07e-22,-2.88e-05,-2.27e-08,-0.007211488,-2.11E-08,-0.007082079
3109,QM2,DY,-7.74e-05,2.07e-22,-2.88e-05,-2.27e-08,-0.007192878,-2.11E-08,-0.007063802
3110,QM2,DY,-7.72e-05,2.07e-22,-2.87e-05,-2.27e-08,-0.007174268,-2.11E-08,-0.007045526
3111,QM2,DY,-7.7e-05,2.07e-22,-2.86e-05,-2.27e-08,-0.007155658,-2.11E-08,-0.00702725
3112,QM2,DY,-7.68e-05,2.07e-22,-2.86e-05,-2.27e-08,-0.007137047,-2.11E-08,-0.007008973
3113,QM2,DY,-7.66e-05,2.07e-22,-2.85e-05,-2.27e-08,-0.007118437,-2.11E-08,-0.006990697
3114,QM2,DY,-7.64e-05,2.07e-22,-2.84e-05,-2.27e-08,-0.007099827,-2.11E-08,-0.006972421
3115,QM2,DY,-7.62e-05,2.07e-22,-2.83e-05,-2.27e-08,-0.007081216,-2.11E-08,-0.006954144
3116,QM2,DY,-7.6e-05,2.07e-22,-2.83e-05,-2.27e-08,-0.007062606,-2.11E-08,-0.006935868
3117,QM2,DY,-7.58e-05,2.07e-22,-2.82e-05,-2.27e-08,-0.007043996,-2.11E-08,-0.006917592
3118,QM2,DY,-7.56e-05,2.07e-22,-2.81e-05,-2.27e-08,-0.007025385,-2.11E-08,-0.006899315
3119,QM2,DY,-7.54e-05,2.07e-22,-2.8e-05,-2.26e-08,-0.007006775,-2.11E-08,-0.006881039
3120,QM2,DY,-7.52e-05,2.07e-22,-2.8e-05,-2.26e-08,-0.006988165,-2.11E-08,-0.006862763
3121,QM2,DY,-7.5e-05,2.07e-22,-2.79e-05,-2.26e-08,-0.006969555,-2.11E-08,-0.006844486
3122,QM2,DY,-7.48e-05,2.07e-22,-2.78e-05,-2.26e-08,-0.006950944,-2.11E-08,-0.00682621
3123,QM2,DY,-7.46e-05,2.07e-22,-2.77e-05,-2.26e-08,-0.006932334,-2.11E-08,-0.006807934
3124,QM2,DY,-7.44e-05,2.07e-22,-2.77e-05,-2.26e-08,-0.006913724,-2.11E-08,-0.006789657
3125,QM2,DY,-7.42e-05,2.07e-22,-2.76e-05,-2.26e-08,-0.006895113,-2.11E-08,-0.006771381
3126,QM2,DY,-7.4e-05,2.07e-22,-2.75e-05,-2.27e-08,-0.006876503,-2.11E-08,-0.006753105
3127,QM2,DY,-7.38e-05,2.07e-22,-2.74e-05,-2.27e-08,-0.006857893,-2.11E-08,-0.006734828
3128,QM2,DY,-7.36e-05,2.07e-22,-2.74e-05,-2.27e-08,-0.006839283,-2.11E-08,-0.006716552
3129,QM2,DY,-7.34e-05,2.07e-22,-2.73e-05,-2.27e-08,-0.006820672,-2.11E-08,-0.006698276
3130,QM2,DY,-7.32e-05,2.07e-22,-2.72e-05,-2.27e-08,-0.006802062,-2.11E-08,-0.006679999
3131,QM2,DY,-7.3e-05,2.07e-22,-2.71e-05,-2.27e-08,-0.006783452,-2.11E-08,-0.006661723
3132,QM2,DY,-7.28e-05,2.07e-22,-2.71e-05,-2.27e-08,-0.006764841,-2.11E-08,-0.006643447
3133,QM2,DY,-7.26e-05,2.07e-22,-2.7e-05,-2.26e-08,-0.006746231,-2.11E-08,-0.00662517
3134,QM2,DY,-7.24e-05,2.07e-22,-2.69e-05,-2.26e-08,-0.006727621,-2.11E-08,-0.006606894
3135,QM2,DY,-7.22e-05,2.07e-22,-2.68e-05,-2.26e-08,-0.006709011,-2.11E-08,-0.006588618
3136,QM2,DY,-7.2e-05,2.07e-22,-2.68e-05,-2.26e-08,-0.0066904,-2.11E-08,-0.006570341
3137,QM2,DY,-7.18e-05,2.07e-22,-2.67e-05,-2.26e-08,-0.00667179,-2.11E-08,-0.006552065
3138,QM2,DY,-7.16e-05,2.07e-22,-2.66e-05,-2.26e-08,-0.00665318,-2.11E-08,-0.006533789
3139,QM2,DY,-7.14e-05,2.07e-22,-2.65e-05,-2.26e-08,-0.006634569,-2.11E-08,-0.006515512
3140,QM2,DY,-7.12e-05,2.07e-22,-2.65e-05,-2.26e-08,-0.006615959,-2.11E-08,-0.006497236
3141,QM2,DY,-7.1e-05,2.07e-22,-2.64e-05,-2.26e-08,-0.006597349,-2.11E-08,-0.00647896
3142,QM2,DY,-7.08e-05,2.07e-22,-2.63e-05,-2.26e-08,-0.006578738,-2.11E-08,-0.006460683
3143,QM2,DY,-7.06e-05,2.07e-22,-2.62e-05,-2.26e-08,-0.006560128,-2.11E-08,-0.006442407
3144,QM2,DY,-7.04e-05,2.07e-22,-2.62e-05,-2.26e-08,-0.006541518,-2.11E-08,-0.006424131
3145,QM2,DY,-7.02e-05,2.07e-22,-2.61e-05,-2.26e-08,-0.006522908,-2.11E-08,-0.006405854
3146,QM2,DY,-7e-05,2.07e-22,-2.6e-05,-2.27e-08,-0.006504297,-2.11E-08,-0.006387578
3147,QM2,DY,-6.98e-05,2.07e-22,-2.59e-05,-2.27e-08,-0.006485687,-2.11E-08,-0.006369302
3148,QM2,DY,-6.96e-05,2.07e-22,-2.59e-05,-2.27e-08,-0.006467077,-2.11E-08,-0.006351025
3149,QM2,DY,-6.94e-05,2.07e-22,-2.58e-05,-2.27e-08,-0.006448466,-2.11E-08,-0.006332749
3150,QM2,DY,-6.92e-05,2.07e-22,-2.57e-05,-2.27e-08,-0.006429856,-2.11E-08,-0.006314473
3151,QM2,DY,-6.9e-05,2.07e-22,-2.56e-05,-2.27e-08,-0.006411246,-2.11E-08,-0.006296196
3152,QM2,DY,-6.88e-05,2.07e-22,-2.56e-05,-2.27e-08,-0.006392636,-2.11E-08,-0.00627792
3153,QM2,DY,-6.86e-05,2.07e-22,-2.55e-05,-2.27e-08,-0.006374025,-2.11E-08,-0.006259644
3154,QM2,DY,-6.84e-05,2.07e-22,-2.54e-05,-2.27e-08,-0.006355415,-2.11E-08,-0.006241367
3155,QM2,DY,-6.82e-05,2.07e-22,-2.53e-05,-2.27e-08,-0.006336805,-2.11E-08,-0.006223091
3156,QM2,DY,-6.8e-05,2.07e-22,-2.53e-05,-2.27e-08,-0.006318194,-2.11E-08,-0.006204815
3157,QM2,DY,-6.78e-05,2.07e-22,-2.52e-05,-2.27e-08,-0.006299584,-2.11E-08,-0.006186538
3158,QM2,DY,-6.76e-05,2.07e-22,-2.51e-05,-2.27e-08,-0.006280974,-2.11E-08,-0.006168262
3159,QM2,DY,-6.74e-05,2.07e-22,-2.51e-05,-2.27e-08,-0.006262363,-2.11E-08,-0.006149986
3160,QM2,DY,-6.72e-05,2.07e-22,-2.5e-05,-2.27e-08,-0.006243753,-2.11E-08,-0.006131709
3161,QM2,DY,-6.7e-05,2.07e-22,-2.49e-05,-2.27e-08,-0.006225143,-2.11E-08,-0.006113433
3162,QM2,DY,-6.68e-05,2.07e-22,-2.48e-05,-2.27e-08,-0.006206533,-2.11E-08,-0.006095157
3163,QM2,DY,-6.66e-05,2.07e-22,-2.48e-05,-2.27e-08,-0.006187922,-2.11E-08,-0.00607688
3164,QM2,DY,-6.64e-05,2.07e-22,-2.47e-05,-2.26e-08,-0.006169312,-2.11E-08,-0.006058604
3165,QM2,DY,-6.62e-05,2.07e-22,-2.46e-05,-2.26e-08,-0.006150702,-2.11E-08,-0.006040328
3166,QM2,DY,-6.6e-05,2.07e-22,-2.45e-05,-2.26e-08,-0.006132091,-2.11E-08,-0.006022051
3167,QM2,DY,-6.58e-05,2.07e-22,-2.45e-05,-2.26e-08,-0.006113481,-2.11E-08,-0.006003775
3168,QM2,DY,-6.56e-05,2.07e-22,-2.44e-05,-2.27e-08,-0.006094871,-2.11E-08,-0.005985499
3169,QM2,DY,-6.54e-05,2.07e-22,-2.43e-05,-2.27e-08,-0.006076261,-2.11E-08,-0.005967222
3170,QM2,DY,-6.52e-05,2.07e-22,-2.42e-05,-2.27e-08,-0.00605765,-2.11E-08,-0.005948946
3171,QM2,DY,-6.5e-05,2.07e-22,-2.42e-05,-2.27e-08,-0.00603904,-2.11E-08,-0.00593067
3172,QM2,DY,-6.48e-05,2.07e-22,-2.41e-05,-2.27e-08,-0.00602043,-2.11E-08,-0.005912393
3173,QM2,DY,-6.46e-05,2.07e-22,-2.4e-05,-2.27e-08,-0.006001819,-2.11E-08,-0.005894117
3174,QM2,DY,-6.44e-05,2.07e-22,-2.39e-05,-2.27e-08,-0.005983209,-2.11E-08,-0.005875841
3175,QM2,DY,-6.42e-05,2.07e-22,-2.39e-05,-2.27e-08,-0.005964599,-2.11E-08,-0.005857564
3176,QM2,DY,-6.4e-05,2.07e-22,-2.38e-05,-2.27e-08,-0.005945989,-2.11E-08,-0.005839288
3177,QM2,DY,-6.38e-05,2.07e-22,-2.37e-05,-2.27e-08,-0.005927378,-2.11E-08,-0.005821012
3178,QM2,DY,-6.36e-05,2.07e-22,-2.36e-05,-2.27e-08,-0.005908768,-2.11E-08,-0.005802735
3179,QM2,DY,-6.34e-05,2.07e-22,-2.36e-05,-2.27e-08,-0.005890158,-2.11E-08,-0.005784459
3180,QM2,DY,-6.32e-05,2.07e-22,-2.35e-05,-2.27e-08,-0.005871547,-2.11E-08,-0.005766183
3181,QM2,DY,-6.3e-05,2.07e-22,-2.34e-05,-2.27e-08,-0.005852937,-2.11E-08,-0.005747906
3182,QM2,DY,-6.28e-05,2.07e-22,-2.33e-05,-2.27e-08,-0.005834327,-2.11E-08,-0.00572963
3183,QM2,DY,-6.26e-05,2.07e-22,-2.33e-05,-2.27e-08,-0.005815716,-2.11E-08,-0.005711354
3184,QM2,DY,-6.24e-05,2.07e-22,-2.32e-05,-2.26e-08,-0.005797106,-2.11E-08,-0.005693077
3185,QM2,DY,-6.22e-05,2.07e-22,-2.31e-05,-2.26e-08,-0.005778496,-2.11E-08,-0.005674801
3186,QM2,DY,-6.2e-05,2.07e-22,-2.3e-05,-2.26e-08,-0.005759886,-2.11E-08,-0.005656525
3187,QM2,DY,-6.18e-05,2.07e-22,-2.3e-05,-2.26e-08,-0.005741275,-2.11E-08,-0.005638248
3188,QM2,DY,-6.16e-05,2.07e-22,-2.29e-05,-2.26e-08,-0.005722665,-2.11E-08,-0.005619972
3189,QM2,DY,-6.14e-05,2.07e-22,-2.28e-05,-2.26e-08,-0.005704055,-2.11E-08,-0.005601696
3190,QM2,DY,-6.12e-05,2.07e-22,-2.27e-05,-2.26e-08,-0.005685444,-2.11E-08,-0.005583419
3191,QM2,DY,-6.1e-05,2.07e-22,-2.27e-05,-2.26e-08,-0.005666834,-2.11E-08,-0.005565143
3192,QM2,DY,-6.08e-05,2.07e-22,-2.26e-05,-2.26e-08,-0.005648224,-2.11E-08,-0.005546867
3193,QM2,DY,-6.06e-05,2.07e-22,-2.25e-05,-2.26e-08,-0.005629614,-2.11E-08,-0.00552859
3194,QM2,DY,-6.04e-05,2.07e-22,-2.24e-05,-2.27e-08,-0.005611003,-2.11E-08,-0.005510314
3195,QM2,DY,-6.02e-05,2.07e-22,-2.24e-05,-2.26e-08,-0.005592393,-2.11E-08,-0.005492038
3196,QM2,DY,-6e-05,2.07e-22,-2.23e-05,-2.26e-08,-0.005573783,-2.11E-08,-0.005473761
3197,QM2,DY,-5.98e-05,2.07e-22,-2.22e-05,-2.26e-08,-0.005555172,-2.11E-08,-0.005455485
3198,QM2,DY,-5.96e-05,2.07e-22,-2.21e-05,-2.26e-08,-0.005536562,-2.11E-08,-0.005437209
3199,QM2,DY,-5.94e-05,2.07e-22,-2.21e-05,-2.26e-08,-0.005517952,-2.11E-08,-0.005418932
3200,QM2,DY,-5.92e-05,2.07e-22,-2.2e-05,-2.27e-08,-0.005499341,-2.11E-08,-0.005400656
3201,QM2,DY,-5.9e-05,2.07e-22,-2.19e-05,-2.26e-08,-0.005480731,-2.11E-08,-0.00538238
3202,QM2,DY,-5.88e-05,2.07e-22,-2.19e-05,-2.26e-08,-0.005462121,-2.11E-08,-0.005364103
3203,QM2,DY,-5.86e-05,2.07e-22,-2.18e-05,-2.26e-08,-0.005443511,-2.11E-08,-0.005345827
3204,QM2,DY,-5.84e-05,2.07e-22,-2.17e-05,-2.26e-08,-0.0054249,-2.11E-08,-0.005327551
3205,QM2,DY,-5.82e-05,2.07e-22,-2.16e-05,-2.26e-08,-0.00540629,-2.11E-08,-0.005309274
3206,QM2,DY,-5.8e-05,2.07e-22,-2.16e-05,-2.26e-08,-0.00538768,-2.11E-08,-0.005290998
3207,QM2,DY,-5.78e-05,2.07e-22,-2.15e-05,-2.26e-08,-0.005369069,-2.11E-08,-0.005272722
3208,QM2,DY,-5.76e-05,2.07e-22,-2.14e-05,-2.26e-08,-0.005350459,-2.11E-08,-0.005254445
3209,QM2,DY,-5.74e-05,2.07e-22,-2.13e-05,-2.26e-08,-0.005331849,-2.11E-08,-0.005236169
3210,QM2,DY,-5.72e-05,2.07e-22,-2.13e-05,-2.26e-08,-0.005313239,-2.11E-08,-0.005217893
3211,QM2,DY,-5.7e-05,2.07e-22,-2.12e-05,-2.26e-08,-0.005294628,-2.11E-08,-0.005199616
3212,QM2,DY,-5.68e-05,2.07e-22,-2.11e-05,-2.26e-08,-0.005276018,-2.11E-08,-0.00518134
3213,QM2,DY,-5.66e-05,2.07e-22,-2.1e-05,-2.26e-08,-0.005257408,-2.11E-08,-0.005163064
3214,QM2,DY,-5.64e-05,2.07e-22,-2.1e-05,-2.26e-08,-0.005238797,-2.10E-08,-0.005144787
3215,QM2,DY,-5.62e-05,2.07e-22,-2.09e-05,-2.26e-08,-0.005220187,-2.11E-08,-0.005126511
3216,QM2,DY,-5.6e-05,2.07e-22,-2.08e-05,-2.26e-08,-0.005201577,-2.11E-08,-0.005108235
3217,QM2,DY,-5.58e-05,2.07e-22,-2.07e-05,-2.26e-08,-0.005182967,-2.11E-08,-0.005089958
3218,QM2,DY,-5.56e-05,2.07e-22,-2.07e-05,-2.26e-08,-0.005164356,-2.10E-08,-0.005071682
3219,QM2,DY,-5.54e-05,2.07e-22,-2.06e-05,-2.26e-08,-0.005145746,-2.10E-08,-0.005053406
3220,QM2,DY,-5.52e-05,2.07e-22,-2.05e-05,-2.26e-08,-0.005127136,-2.10E-08,-0.005035129
3221,QM2,DY,-5.5e-05,2.07e-22,-2.04e-05,-2.26e-08,-0.005108525,-2.10E-08,-0.005016853
3222,QM2,DY,-5.48e-05,2.07e-22,-2.04e-05,-2.26e-08,-0.005089915,-2.10E-08,-0.004998577
3223,QM2,DY,-5.46e-05,2.07e-22,-2.03e-05,-2.26e-08,-0.005071305,-2.10E-08,-0.0049803
3224,QM2,DY,-5.44e-05,2.07e-22,-2.02e-05,-2.26e-08,-0.005052694,-2.10E-08,-0.004962024
3225,QM2,DY,-5.42e-05,2.07e-22,-2.01e-05,-2.26e-08,-0.005034084,-2.10E-08,-0.004943748
3226,QM2,DY,-5.4e-05,2.07e-22,-2.01e-05,-2.26e-08,-0.005015474,-2.10E-08,-0.004925471
3227,QM2,DY,-5.38e-05,2.07e-22,-2e-05,-2.26e-08,-0.004996864,-2.10E-08,-0.004907195
3228,QM2,DY,-5.36e-05,2.07e-22,-1.99e-05,-2.26e-08,-0.004978253,-2.10E-08,-0.004888919
3229,QM2,DY,-5.34e-05,2.07e-22,-1.98e-05,-2.26e-08,-0.004959643,-2.10E-08,-0.004870642
3230,QM2,DY,-5.32e-05,2.07e-22,-1.98e-05,-2.26e-08,-0.004941033,-2.10E-08,-0.004852366
3231,QM2,DY,-5.3e-05,2.07e-22,-1.97e-05,-2.26e-08,-0.004922422,-2.10E-08,-0.00483409
3232,QM2,DY,-5.28e-05,2.07e-22,-1.96e-05,-2.26e-08,-0.004903812,-2.10E-08,-0.004815813
3233,QM2,DY,-5.26e-05,2.07e-22,-1.95e-05,-2.26e-08,-0.004885202,-2.10E-08,-0.004797537
3234,QM2,DY,-5.24e-05,2.07e-22,-1.95e-05,-2.26e-08,-0.004866592,-2.10E-08,-0.004779261
3235,QM2,DY,-5.22e-05,2.07e-22,-1.94e-05,-2.26e-08,-0.004847981,-2.10E-08,-0.004760984
3236,QM2,DY,-5.2e-05,2.07e-22,-1.93e-05,-2.26e-08,-0.004829371,-2.10E-08,-0.004742708
3237,QM2,DY,-5.18e-05,2.07e-22,-1.92e-05,-2.26e-08,-0.004810761,-2.10E-08,-0.004724432
3238,QM2,DY,-5.16e-05,2.07e-22,-1.92e-05,-2.26e-08,-0.00479215,-2.10E-08,-0.004706155
3239,QM2,DY,-5.14e-05,2.07e-22,-1.91e-05,-2.26e-08,-0.00477354,-2.10E-08,-0.004687879
3240,QM2,DY,-5.12e-05,2.07e-22,-1.9e-05,-2.26e-08,-0.00475493,-2.10E-08,-0.004669603
3241,QM2,DY,-5.1e-05,2.07e-22,-1.89e-05,-2.26e-08,-0.004736319,-2.10E-08,-0.004651326
3242,QM2,DY,-5.08e-05,2.07e-22,-1.89e-05,-2.26e-08,-0.004717709,-2.10E-08,-0.00463305
3243,QM2,DY,-5.06e-05,2.07e-22,-1.88e-05,-2.26e-08,-0.004699099,-2.10E-08,-0.004614774
3244,QM2,DY,-5.04e-05,2.07e-22,-1.87e-05,-2.26e-08,-0.004680489,-2.10E-08,-0.004596498
3245,QM2,DY,-5.02e-05,2.07e-22,-1.86e-05,-2.26e-08,-0.004661878,-2.10E-08,-0.004578221
3246,QM2,DY,-4.99e-05,2.07e-22,-1.86e-05,-2.26e-08,-0.004643268,-2.10E-08,-0.004559945
3247,QM2,DY,-4.97e-05,2.07e-22,-1.85e-05,-2.26e-08,-0.004624658,-2.10E-08,-0.004541669
3248,QM2,DY,-4.95e-05,2.07e-22,-1.84e-05,-2.26e-08,-0.004606047,-2.10E-08,-0.004523392
3249,QM2,DY,-4.93e-05,2.07e-22,-1.84e-05,-2.26e-08,-0.004587437,-2.10E-08,-0.004505116
3250,QM2,DY,-4.91e-05,2.07e-22,-1.83e-05,-2.26e-08,-0.004568827,-2.10E-08,-0.00448684
3251,QM2,DY,-4.89e-05,2.07e-22,-1.82e-05,-2.26e-08,-0.004550217,-2.10E-08,-0.004468563
3252,QM2,DY,-4.87e-05,2.07e-22,-1.81e-05,-2.26e-08,-0.004531606,-2.10E-08,-0.004450287
3253,QM2,DY,-4.85e-05,2.07e-22,-1.81e-05,-2.26e-08,-0.004512996,-2.10E-08,-0.004432011
3254,QM2,DY,-4.83e-05,2.07e-22,-1.8e-05,-2.26e-08,-0.004494386,-2.10E-08,-0.004413734
3255,QM2,DY,-4.81e-05,2.07e-22,-1.79e-05,-2.26e-08,-0.004475775,-2.10E-08,-0.004395458
3256,QM2,DY,-4.79e-05,2.07e-22,-1.78e-05,-2.26e-08,-0.004457165,-2.10E-08,-0.004377182
3257,QM2,DY,-4.77e-05,2.07e-22,-1.78e-05,-2.26e-08,-0.004438555,-2.10E-08,-0.004358905
3258,QM2,DY,-4.75e-05,2.07e-22,-1.77e-05,-2.26e-08,-0.004419945,-2.10E-08,-0.004340629
3259,QM2,DY,-4.73e-05,2.07e-22,-1.76e-05,-2.26e-08,-0.004401334,-2.10E-08,-0.004322353
3260,QM2,DY,-4.71e-05,2.07e-22,-1.75e-05,-2.26e-08,-0.004382724,-2.10E-08,-0.004304076
3261,QM2,DY,-4.69e-05,2.07e-22,-1.75e-05,-2.26e-08,-0.004364114,-2.10E-08,-0.0042858
3262,QM2,DY,-4.67e-05,2.07e-22,-1.74e-05,-2.26e-08,-0.004345503,-2.10E-08,-0.004267524
3263,QM2,DY,-4.65e-05,2.07e-22,-1.73e-05,-2.26e-08,-0.004326893,-2.10E-08,-0.004249247
3264,QM2,DY,-4.63e-05,2.07e-22,-1.72e-05,-2.26e-08,-0.004308283,-2.10E-08,-0.004230971
3265,QM2,DY,-4.61e-05,2.07e-22,-1.72e-05,-2.26e-08,-0.004289672,-2.10E-08,-0.004212695
3266,QM2,DY,-4.59e-05,2.07e-22,-1.71e-05,-2.26e-08,-0.004271062,-2.10E-08,-0.004194418
3267,QM2,DY,-4.57e-05,2.07e-22,-1.7e-05,-2.26e-08,-0.004252452,-2.10E-08,-0.004176142
3268,QM2,DY,-4.55e-05,2.07e-22,-1.69e-05,-2.26e-08,-0.004233842,-2.10E-08,-0.004157866
3269,QM2,DY,-4.53e-05,2.07e-22,-1.69e-05,-2.26e-08,-0.004215231,-2.10E-08,-0.004139589
3270,QM2,DY,-4.51e-05,2.07e-22,-1.68e-05,-2.26e-08,-0.004196621,-2.10E-08,-0.004121313
3271,QM2,DY,-4.49e-05,2.07e-22,-1.67e-05,-2.26e-08,-0.004178011,-2.10E-08,-0.004103037
3272,QM2,DY,-4.47e-05,2.07e-22,-1.66e-05,-2.26e-08,-0.0041594,-2.10E-08,-0.00408476
3273,QM2,DY,-4.45e-05,2.07e-22,-1.66e-05,-2.26e-08,-0.00414079,-2.10E-08,-0.004066484
3274,QM2,DY,-4.43e-05,2.07e-22,-1.65e-05,-2.26e-08,-0.00412218,-2.10E-08,-0.004048208
3275,QM2,DY,-4.41e-05,2.07e-22,-1.64e-05,-2.26e-08,-0.00410357,-2.10E-08,-0.004029931
3276,QM2,DY,-4.39e-05,2.07e-22,-1.63e-05,-2.26e-08,-0.004084959,-2.10E-08,-0.004011655
3277,QM2,DY,-4.37e-05,2.07e-22,-1.63e-05,-2.26e-08,-0.004066349,-2.10E-08,-0.003993379
3278,QM2,DY,-4.35e-05,2.07e-22,-1.62e-05,-2.26e-08,-0.004047739,-2.10E-08,-0.003975102
3279,QM2,DY,-4.33e-05,2.07e-22,-1.61e-05,-2.26e-08,-0.004029128,-2.10E-08,-0.003956826
3280,QM2,DY,-4.31e-05,2.07e-22,-1.6e-05,-2.26e-08,-0.004010518,-2.10E-08,-0.00393855
