,Cdelta,Ct,Cx,Cxp,Cy,Cyp,Sdelta,alphacx,alphacy,betacx,betacy,charge,duration,ecnx,ecny,enx,eny,etax,etaxp,etay,etayp,s,total_ecn,CdeltaAve,CtAve,CxAve,CxpAve,CyAve,CypAve,SdeltaAve,alphacxAve,alphacyAve,betacxAve,betacyAve,chargeAve,durationAve,ecnxAve,ecnyAve,enxAve,enyAve,particlesAve,x,xp,y,yp,s,betacx,betacy,alphacx,alphacy,etax,etay,enx,eny,duration,s,Sxp,Syp
0,-0.4890470202326561,6.784203784900701e-30,8.470329472543004e-23,5.293955920339377e-23,-8.470329472543004e-23,-4.235164736271502e-23,0.0002554764898836828,0.07437910941883234,0.04724668990696011,5.991147475711856,5.130682712496894,1.5e-12,5.669133884541267e-15,4.3393743633916406e-08,4.206366255131302e-08,4.3393743633916406e-08,4.206366255131302e-08,8.909509409065696e-16,3.5644374413936374e-17,-7.356998879036467e-16,1.6578594588526406e-16,0.0,8.545740618522943e-08,-0.48907872843943095,-6.267851858412486e-16,1.1579021525082506e-06,-1.1472520116251487e-07,1.2179862972546395e-06,1.6927949687916884e-07,0.00019872800094919137,2.399419830499195,0.2503732064299856,12.300879674107664,4.820210784910582,7.500000000000001e-13,2.8345669422706336e-15,4.01729806226117e-08,6.8121651904426e-08,4.0172980622611275e-08,6.812165190442653e-08,5.0,7.355016e-05,7.153579e-06,4.706694e-06,-9.188103e-07,0.0,5.991147,5.130683,0.07437911,0.04724669,8.909509e-16,-7.356999e-16,4.339374e-08,4.206366e-08,5.669134e-15,0.0,1.04628e-06,1.111326e-06
1,-0.4890470202326561,6.784203784900701e-30,8.470329472543004e-23,5.293955920339377e-23,-8.470329472543004e-23,-4.235164736271502e-23,0.0002554764898836828,0.07437910941883234,0.04724668990696011,5.991147475711856,5.130682712496894,1.5e-12,5.669133884541267e-15,4.3393743633916406e-08,4.206366255131302e-08,4.3393743633916406e-08,4.206366255131302e-08,8.909509409065696e-16,3.5644374413936374e-17,-7.356998879036467e-16,1.6578594588526406e-16,0.0,8.545740618522943e-08,-0.48907872843943095,-6.267851858412486e-16,1.1579021525082506e-06,-1.1472520116251487e-07,1.2179862972546395e-06,1.6927949687916884e-07,0.00019872800094919137,2.399419830499195,0.2503732064299856,12.300879674107664,4.820210784910582,7.500000000000001e-13,2.8345669422706336e-15,4.01729806226117e-08,6.8121651904426e-08,4.0172980622611275e-08,6.812165190442653e-08,5.0,5.344064e-05,8.708e-06,-3.633427e-06,1.542598e-06,0.0,5.991147,5.130683,0.07437911,0.04724669,8.909509e-16,-7.356999e-16,4.339374e-08,4.206366e-08,5.669134e-15,0.0,1.04628e-06,1.111326e-06
2,-0.4890470202326561,2.6685127917250204e-11,-7.792368243038475e-08,-1.9480933275832432e-05,7.526412896781756e-17,1.555711532904083e-17,0.0002554764898836828,0.07301071044131405,0.045709508864912915,5.990011753439414,5.129938865504068,1.5e-12,5.668688054522379e-15,4.339343107166806e-08,4.2063662494301776e-08,4.340133705844111e-08,4.2063662494301776e-08,3.1195698701194885e-07,7.79682891070858e-05,1.352902033311185e-14,-4.614566811685778e-12,0.0,8.545709356596983e-08,-0.48907872843943095,2.6684501210717332e-11,1.079050841475663e-06,-1.959812309836446e-05,1.2193404847881496e-06,1.6927342989466222e-07,0.00019872800094919137,2.3921418234551877,0.2485814319016713,12.262644860087848,4.816218952924098,7.500000000000001e-13,2.8343440272611896e-15,4.017272635467318e-08,6.812165202689253e-08,4.008034507653566e-08,6.81216520106384e-08,5.0,6.250938e-05,7.285958e-06,-4.093085e-06,4.00525e-07,0.0,5.990012,5.129939,0.07301071,0.04570951,3.11957e-07,1.352902e-14,4.340134e-08,4.206366e-08,5.668688e-15,0.0,1.04628e-06,1.111326e-06
3,-0.4890470202326561,5.3370255834046804e-11,-3.1169484306032955e-07,-3.8961866565776495e-05,1.5052275222147797e-16,3.052300166089816e-17,0.0002554764898836828,0.0716721452190373,0.04414677776922165,5.988897385430422,5.129220012284706,1.5e-12,5.668242294948823e-15,4.339311858435944e-08,4.206366251865907e-08,4.3424731034162014e-08,4.206366251865907e-08,1.2475129432816795e-06,0.00015593659737069847,2.7792473198592625e-14,-4.602651214158083e-12,0.00816326530612245,8.545678110301851e-08,-0.4890329280667587,5.336952682616419e-11,5.230165476048303e-07,-3.911960980675598e-05,1.3794705149519431e-06,1.57516938930912e-07,0.00015036778326669867,2.4093856756921994,0.24393007664733196,12.15218640465438,4.777989727546192,6.750000000000001e-13,2.8341211474711803e-15,4.413099785061187e-08,7.251354022953183e-08,4.4228221410827455e-08,7.251354021259689e-08,4.5,5.212869e-05,7.912337e-06,-7.697751e-07,-1.209823e-06,0.008163265,5.988897,5.12922,0.07167215,0.04414678,1.247513e-06,2.779247e-14,4.342473e-08,4.206366e-08,5.668242e-15,0.4,1.445113e-06,1.111327e-06
4,-0.4890470202326561,8.005538374993618e-11,-7.013134860357372e-07,-5.844279988393898e-05,2.2577603916757067e-16,4.548884564110813e-17,0.0002554764898836828,0.07033358777048103,0.042584046673518644,5.98780441049685,5.128526160817877,1.5e-12,5.66779662250065e-15,4.33928065276391e-08,4.20636625589753e-08,4.3463895827859504e-08,4.20636625589753e-08,2.8067995223326478e-06,0.00023390490609546285,4.205592606407341e-14,-4.59006764105387e-12,0.0163265306122449,8.54564690866144e-08,-0.48907872843943095,8.0054757200706e-11,4.537464683804709e-07,-5.8564930481319534e-05,1.2220488598550544e-06,1.6927343019192836e-07,0.00019872800094919137,2.3777076348054815,0.244949877528562,12.186518750596807,4.808322444664169,7.500000000000001e-13,2.833898311250325e-15,4.0172219409165225e-08,6.812165213170199e-08,3.9965347027666256e-08,6.812165211554275e-08,5.0,5.78509e-05,8.129878e-06,-1.423292e-05,1.347444e-07,0.01632653,5.987804,5.128526,0.07033359,0.04258405,2.8068e-06,4.205593e-14,4.34639e-08,4.206366e-08,5.667797e-15,1.4,1.445113e-06,1.111327e-06
5,-0.4890470202326561,1.0674051166446474e-10,-1.246779562952067e-06,-7.79237332444291e-05,3.0102390510280095e-16,6.045456256637601e-17,0.0002554764898836828,0.06899504089553775,0.041021315577830404,5.986732809386268,5.127857311104312,1.5e-12,5.667351053805482e-15,4.339249474508694e-08,4.206366261525051e-08,4.351878422282948e-08,4.206366261525051e-08,4.9900664350317275e-06,0.0003118732155154423,5.63222304795073e-14,-4.576816488421746e-12,0.02448979591836735,8.545615736033746e-08,-0.48907872843943095,1.0673988519388674e-10,-9.27065452651985e-08,-7.804833422938788e-05,1.2234030473884025e-06,1.6927343043685077e-07,0.00019872800094919137,2.370490824390838,0.24313410034205862,12.14862950867166,4.804417766461384,7.500000000000001e-13,2.833675526902741e-15,4.017196577281336e-08,6.812165222288989e-08,3.994265286063234e-08,6.812165220678159e-08,5.0,5.338166e-05,1.065339e-05,1.739605e-05,-1.020125e-06,0.0244898,5.986733,5.127857,0.06899504,0.04102132,4.990066e-06,5.632223e-14,4.351878e-08,4.206366e-08,5.667351e-15,1.4,1.445113e-06,1.111327e-06
6,-0.4890470202326561,1.3342563957717884e-10,-1.948093151768288e-06,-9.740466666135607e-05,3.7626626532387407e-16,7.542008890923076e-17,0.0002554764898836828,0.06765650305873658,0.0394585844821834,5.985682563548886,5.127213463144677,1.5e-12,5.666905605581416e-15,4.339218311189996e-08,4.206366268748465e-08,4.358933230142985e-08,4.206366268748465e-08,7.7970032221146e-06,0.00038984152586465476,7.05945548337311e-14,-4.56289704337422e-12,0.0326530612244898,8.54558457993846e-08,-0.4890329280667587,1.334249107397425e-10,-1.1171279247018563e-06,-9.755910254224135e-05,1.3832509217789689e-06,1.5751693962041207e-07,0.00015036778326669867,2.3877598571702836,0.23846122368467634,12.037327070878263,4.7664123173357416,6.750000000000001e-13,2.8334528027777834e-15,4.413031015896204e-08,7.251354052044553e-08,4.44228865261041e-08,7.251354050364874e-08,4.5,5.459763e-05,9.577477e-06,3.972375e-06,5.651082e-07,0.03265306,5.985683,5.127213,0.0676565,0.03945858,7.797003e-06,7.059455e-14,4.358933e-08,4.206366e-08,5.666906e-15,1.8,1.053135e-06,1.11132e-06
7,-0.4890470202326561,1.601107674876249e-10,-2.805254155707785e-06,-0.00011688560014882906,4.515032045340848e-16,9.038546702131974e-17,0.0002554764898836828,0.06631797092341458,0.037895853386603916,5.984653680655982,5.126594616939586,1.5e-12,5.666460294320365e-15,4.339187170291499e-08,4.206366277567772e-08,4.3675459952764156e-08,4.206366277567772e-08,1.1227523099121547e-05,0.00046780983737721576,8.487448332116323e-14,-4.548310098008502e-12,0.04081632653061224,8.54555344785927e-08,-0.48907872843943095,1.6011014117435905e-10,-1.6532142892597047e-06,-0.00011701514190928924,1.226111422454776e-06,1.6927343111927392e-07,0.00019872800094919137,2.3560565685882495,0.23950254596930826,12.073194579618665,4.79669556193212,7.500000000000001e-13,2.8332301471601825e-15,4.017146020616129e-08,6.812165248283193e-08,3.9965732780892256e-08,6.812165246683252e-08,5.0,4.921923e-05,7.733419e-06,-2.139954e-06,-8.339654e-07,0.04081633,5.984654,5.126595,0.06631797,0.03789585,1.122752e-05,8.487448e-14,4.367546e-08,4.206366e-08,5.66646e-15,2.0,1.053135e-06,1.11132e-06
8,-0.4890470202326561,1.8679589539534927e-10,-3.818262621812477e-06,-0.0001363665337209574,5.267351462499067e-16,1.0535065455099559e-16,0.0002554764898836828,0.06497944472302591,0.03633312229111878,5.9836461824497365,5.126000772489592,1.5e-12,5.66601513681151e-15,4.3391560673461366e-08,4.206366287982969e-08,4.377707117826235e-08,4.206366287982969e-08,1.528195298901936e-05,0.0005457781502871458,9.91670853639425e-14,-4.533055177066267e-12,0.0489795918367347,8.545522355329106e-08,-0.48907872843943095,1.867952691607458e-10,-2.6672689794299265e-06,-0.00013649854586935553,1.2274656099877545e-06,1.6927343155677475e-07,0.00019872800094919137,2.3488393434223833,0.23768676878312292,12.03564967373407,4.792878035614221,7.500000000000001e-13,2.833007568405755e-15,4.0171207996629977e-08,6.812165265158601e-08,4.001093151983621e-08,6.812165263564455e-08,5.0,5.124366e-05,8.594154e-06,-3.658754e-06,5.478961e-07,0.04897959,5.983646,5.126001,0.06497944,0.03633312,1.528195e-05,9.916709e-14,4.377707e-08,4.206366e-08,5.666015e-15,2.0001,1.053135e-06,1.11132e-06
9,-0.4890470202326561,2.134810232998983e-10,-4.987118535846329e-06,-0.00015584746739185019,6.019611587350978e-16,1.2031573620155302e-16,0.0002554764898836828,0.06364092728149925,0.0347703911957542,5.982660037536221,5.125431929795188,1.5e-12,5.665570149469217e-15,4.3391249779434e-08,4.2063662999940576e-08,4.389405409073257e-08,4.2063662999940576e-08,1.9960048925934778e-05,0.0006237464648284758,1.1347236096206897e-13,-4.5171325181766784e-12,0.05714285714285715,8.545491277937457e-08,-0.48907872843943095,2.134803971439631e-10,-3.83719087955641e-06,-0.00015598194992832098,1.228819797520563e-06,1.6927343205846848e-07,0.00019872800094919137,2.3416218914410045,0.23587099159710537,11.998219224222114,4.78908955993308,7.500000000000001e-13,2.8327850747346084e-15,4.0170956403427144e-08,6.812165284619544e-08,4.0078127386460934e-08,6.812165283031425e-08,5.0,5.099095e-05,9.95117e-06,2.452797e-06,7.918521e-07,0.05714286,5.98266,5.125432,0.06364093,0.03477039,1.996005e-05,1.134724e-13,4.389405e-08,4.206366e-08,5.66557e-15,2.0001,1.053135e-06,1.11132e-06
