,betax_in,betay_in,angleb1,angleb2,angleb3,angleb4,divergence,emittence,centroid
61,5.7598,4.5713,0.00095,-0.0010116161616161618,-0.0010116161616161618,0.00095,1.9881463e-06,3.936397912967355e-09,0.0001583644233183
62,5.7598,4.5713,0.00095,-0.0010126262626262627,-0.0010126262626262627,0.00095,1.9923389e-06,3.892231135136648e-09,4.929937301721243e-05
63,5.7598,4.5713,0.00095,-0.0010136363636363637,-0.0010136363636363637,0.00095,1.9910348e-06,3.9973328405326254e-09,9.73939460617493e-06
64,5.7598,4.5713,0.00095,-0.0010146464646464647,-0.0010146464646464647,0.00095,1.9972961e-06,3.965465044633615e-09,0.0001251201807024
65,5.7598,4.5713,0.00095,-0.0010156565656565658,-0.0010156565656565658,0.00095,1.9870684e-06,3.8588631460878785e-09,0.0001253960629508
66,5.7598,4.5713,0.00095,-0.0010166666666666668,-0.0010166666666666668,0.00095,1.9911748e-06,3.982778124441061e-09,1.6332274377580307e-05
67,5.7598,4.5713,0.00095,-0.0010176767676767678,-0.0010176767676767678,0.00095,1.993274e-06,3.925036833430858e-09,7.567547747932842e-05
68,5.7598,4.5713,0.00095,-0.0010186868686868687,-0.0010186868686868687,0.00095,1.9875143000000002e-06,3.925078442977355e-09,0.0001550677690092
69,5.7598,4.5713,0.00095,-0.0010196969696969697,-0.0010196969696969697,0.00095,1.9935318999999997e-06,3.910595975614935e-09,6.578366375367982e-05
70,5.7598,4.5713,0.00095,-0.0010207070707070709,-0.0010207070707070709,0.00095,1.994484e-06,3.9312235622130784e-09,8.556489461166456e-05
71,5.7598,4.5713,0.00095,-0.0010217171717171718,-0.0010217171717171718,0.00095,1.9910367000000002e-06,4.005555103712329e-09,3.146869073222412e-06
72,5.7598,4.5713,0.00095,-0.0010227272727272728,-0.0010227272727272728,0.00095,1.994812e-06,3.930089369298513e-09,8.886186892707067e-05
73,5.7598,4.5713,0.00095,-0.0010237373737373738,-0.0010237373737373738,0.00095,1.9915236e-06,4.157432802334999e-09,4.629077509912127e-05
74,5.7598,4.5713,0.00095,-0.001024747474747475,-0.001024747474747475,0.00095,1.9917835e-06,4.160341078177967e-09,7.595609622485799e-05
75,5.7598,4.5713,0.00095,-0.001025757575757576,-0.001025757575757576,0.00095,1.993274e-06,3.925036833430858e-09,7.567547747932842e-05
76,5.7598,4.5713,0.00095,-0.0010267676767676769,-0.0010267676767676769,0.00095,1.9912227e-06,4.086684058996143e-09,1.0037755982285014e-05
77,5.7598,4.5713,0.00095,-0.0010277777777777778,-0.0010277777777777778,0.00095,1.9909266e-06,4.13067490534061e-09,2.981599508653242e-05
78,5.7598,4.5713,0.00095,-0.0010287878787878788,-0.0010287878787878788,0.00095,1.9903195000000002e-06,4.051113150233141e-09,8.913886534546179e-05
79,5.7598,4.5713,0.00095,-0.00102979797979798,-0.00102979797979798,0.00095,1.9933579e-06,3.925606554705151e-09,5.589129019847854e-05
80,5.7598,4.5713,0.00095,-0.001030808080808081,-0.001030808080808081,0.00095,1.9911827e-06,4.099664842419246e-09,1.3334573479404276e-05
81,5.7598,4.5713,0.00095,-0.001031818181818182,-0.001031818181818182,0.00095,1.996019e-06,3.925982115802329e-09,9.875333582574332e-05
82,5.7598,4.5713,0.00095,-0.0010328282828282829,-0.0010328282828282829,0.00095,1.9970081e-06,3.962119688412811e-09,0.0001152328685718
83,5.7598,4.5713,0.00095,-0.0010338383838383839,-0.0010338383838383839,0.00095,1.9907136e-06,4.1393687288209155e-09,3.9699513562851785e-05
84,5.7598,4.5713,0.00095,-0.001034848484848485,-0.001034848484848485,0.00095,1.9911198e-06,3.987653933439331e-09,1.303586541955668e-05
85,5.7598,4.5713,0.00095,-0.001035858585858586,-0.001035858585858586,0.00095,1.9933579e-06,3.925606554705151e-09,5.589129019847854e-05
86,5.7598,4.5713,0.00095,-0.001036868686868687,-0.001036868686868687,0.00095,1.9970601e-06,3.940479508749066e-09,0.0001086404114156
87,5.7598,4.5713,0.00095,-0.001037878787878788,-0.001037878787878788,0.00095,1.9903195000000002e-06,4.051113150233141e-09,8.913886534546179e-05
88,5.7598,4.5713,0.00095,-0.001038888888888889,-0.001038888888888889,0.00095,1.9909266e-06,4.13067490534061e-09,2.981599508653242e-05
89,5.7598,4.5713,0.00095,-0.00103989898989899,-0.00103989898989899,0.00095,1.9978992e-06,3.996655876703556e-09,0.0001416008918045
90,5.7598,4.5713,0.00095,-0.001040909090909091,-0.001040909090909091,0.00095,1.9874073e-06,3.909456462160107e-09,0.0001385881846984
91,5.7598,4.5713,0.00095,-0.001041919191919192,-0.001041919191919192,0.00095,1.9913755999999997e-06,4.157116297967472e-09,5.288326150331669e-05
92,5.7598,4.5713,0.00095,-0.001042929292929293,-0.001042929292929293,0.00095,1.9970011e-06,3.959663470704753e-09,0.0001119369590643
93,5.7598,4.5713,0.00095,-0.0010439393939393941,-0.0010439393939393941,0.00095,1.9909147999999998e-06,3.944176443937152e-09,2.622147707236068e-05
94,5.7598,4.5713,0.00095,-0.0010449494949494951,-0.0010449494949494951,0.00095,1.99653e-06,3.941665579456475e-09,0.0001020485461404
95,5.7598,4.5713,0.00095,-0.001045959595959596,-0.001045959595959596,0.00095,1.9915236e-06,4.157432802334999e-09,4.629077509912127e-05
96,5.7598,4.5713,0.00095,-0.001046969696969697,-0.001046969696969697,0.00095,1.9919608999999998e-06,3.932454558169139e-09,3.939898184652158e-05
97,5.7598,4.5713,0.00095,-0.0010479797979797982,-0.0010479797979797982,0.00095,1.9914685e-06,4.129153395638103e-09,7.925073165365228e-05
98,5.7598,4.5713,0.00095,-0.0010489898989898992,-0.0010489898989898992,0.00095,1.9920229000000002e-06,3.905345322240013e-09,4.60008356329509e-05
99,5.7598,4.5713,0.00095,-0.0010500000000000002,-0.0010500000000000002,0.00095,1.9923025e-06,4.200436500620187e-09,7.265895385805329e-05
100,5.7598,4.5713,0.000951010101010101,-0.00095,-0.00095,0.000951010101010101,1.9912617e-06,4.084686608099022e-09,6.741059796405638e-06
101,5.7598,4.5713,0.000951010101010101,-0.000951010101010101,-0.000951010101010101,0.000951010101010101,1.9914685e-06,4.129153395638103e-09,7.925073165365228e-05
102,5.7598,4.5713,0.000951010101010101,-0.000952020202020202,-0.000952020202020202,0.000951010101010101,1.9881463e-06,3.936397912967355e-09,0.0001583644233183
103,5.7598,4.5713,0.000951010101010101,-0.000953030303030303,-0.000953030303030303,0.000951010101010101,1.9866603e-06,3.920282255796773e-09,0.0001517717377421
104,5.7598,4.5713,0.000951010101010101,-0.0009540404040404041,-0.0009540404040404041,0.000951010101010101,1.9874073e-06,3.909456462160107e-09,0.0001385881846984
105,5.7598,4.5713,0.000951010101010101,-0.000955050505050505,-0.000955050505050505,0.000951010101010101,1.9881874e-06,3.874101334029103e-09,0.000112218785482
106,5.7598,4.5713,0.000951010101010101,-0.0009560606060606061,-0.0009560606060606061,0.000951010101010101,1.9907696e-06,4.129860203349636e-09,3.311226314802385e-05
107,5.7598,4.5713,0.000951010101010101,-0.0009570707070707071,-0.0009570707070707071,0.000951010101010101,1.9909147999999998e-06,3.944176443937152e-09,2.622147707236068e-05
108,5.7598,4.5713,0.000951010101010101,-0.000958080808080808,-0.000958080808080808,0.000951010101010101,1.9920229000000002e-06,3.905345322240013e-09,4.60008356329509e-05
109,5.7598,4.5713,0.000951010101010101,-0.0009590909090909091,-0.0009590909090909091,0.000951010101010101,1.9867233e-06,3.882951529546863e-09,0.0001484771121273
110,5.7598,4.5713,0.000951010101010101,-0.0009601010101010101,-0.0009601010101010101,0.000951010101010101,1.9908117e-06,4.119753434754291e-09,2.6518975164250605e-05
111,5.7598,4.5713,0.000951010101010101,-0.0009611111111111112,-0.0009611111111111112,0.000951010101010101,1.9909977e-06,4.117780923534832e-09,1.9927595514453597e-05
112,5.7598,4.5713,0.000951010101010101,-0.0009621212121212121,-0.0009621212121212121,0.000951010101010101,1.9935029e-06,3.917870216517073e-09,5.918959750589262e-05
113,5.7598,4.5713,0.000951010101010101,-0.0009631313131313132,-0.0009631313131313132,0.000951010101010101,1.9910348e-06,3.9973328405326254e-09,9.73939460617493e-06
114,5.7598,4.5713,0.000951010101010101,-0.0009641414141414142,-0.0009641414141414142,0.000951010101010101,1.9970011e-06,3.959663470704753e-09,0.0001119369590643
115,5.7598,4.5713,0.000951010101010101,-0.0009651515151515152,-0.0009651515151515152,0.000951010101010101,1.9910788e-06,4.008022039821881e-09,6.441888377197046e-06
116,5.7598,4.5713,0.000951010101010101,-0.0009661616161616162,-0.0009661616161616162,0.000951010101010101,1.9970081e-06,3.962119688412811e-09,0.0001152328685718
117,5.7598,4.5713,0.000951010101010101,-0.0009671717171717172,-0.0009671717171717172,0.000951010101010101,1.9910348e-06,3.9973328405326254e-09,9.73939460617493e-06
118,5.7598,4.5713,0.000951010101010101,-0.0009681818181818182,-0.0009681818181818182,0.000951010101010101,1.9920229000000002e-06,3.905345322240013e-09,4.60008356329509e-05
119,5.7598,4.5713,0.000951010101010101,-0.0009691919191919192,-0.0009691919191919192,0.000951010101010101,1.9935499e-06,3.916937158349997e-09,6.248673506245217e-05
120,5.7598,4.5713,0.000951010101010101,-0.0009702020202020203,-0.0009702020202020203,0.000951010101010101,1.9866603e-06,3.920282255796773e-09,0.0001517717377421
121,5.7598,4.5713,0.000951010101010101,-0.0009712121212121212,-0.0009712121212121212,0.000951010101010101,1.9866603e-06,3.920282255796773e-09,0.0001517717377421
122,5.7598,4.5713,0.000951010101010101,-0.0009722222222222223,-0.0009722222222222223,0.000951010101010101,1.9912617e-06,4.084686608099022e-09,6.741059796405638e-06
123,5.7598,4.5713,0.000951010101010101,-0.0009732323232323233,-0.0009732323232323233,0.000951010101010101,1.995358e-06,3.925362270926391e-09,9.215896032184226e-05
124,5.7598,4.5713,0.000951010101010101,-0.0009742424242424242,-0.0009742424242424242,0.000951010101010101,1.9911827e-06,4.099664842419246e-09,1.3334573479404276e-05
125,5.7598,4.5713,0.000951010101010101,-0.0009752525252525253,-0.0009752525252525253,0.000951010101010101,1.9910367000000002e-06,4.005555103712329e-09,3.146869073222412e-06
126,5.7598,4.5713,0.000951010101010101,-0.0009762626262626263,-0.0009762626262626263,0.000951010101010101,1.9913807e-06,4.119271388825685e-09,1.6630981648531852e-05
127,5.7598,4.5713,0.000951010101010101,-0.0009772727272727272,-0.0009772727272727272,0.000951010101010101,1.9970531e-06,3.961602947152152e-09,0.0001185270703791
128,5.7598,4.5713,0.000951010101010101,-0.0009782828282828284,-0.0009782828282828284,0.000951010101010101,1.9911827e-06,4.099664842419246e-09,1.3334573479404276e-05
129,5.7598,4.5713,0.000951010101010101,-0.0009792929292929294,-0.0009792929292929294,0.000951010101010101,1.9910138e-06,3.955192316389541e-09,2.2925485505005456e-05
130,5.7598,4.5713,0.000951010101010101,-0.0009803030303030303,-0.0009803030303030303,0.000951010101010101,1.9933579e-06,3.925606554705151e-09,5.589129019847854e-05
131,5.7598,4.5713,0.000951010101010101,-0.0009813131313131313,-0.0009813131313131313,0.000951010101010101,1.9974871e-06,3.978718597656196e-09,0.0001284161191373
132,5.7598,4.5713,0.000951010101010101,-0.0009823232323232323,-0.0009823232323232323,0.000951010101010101,1.9986532e-06,3.973970214035142e-09,0.0001580886727818
133,5.7598,4.5713,0.000951010101010101,-0.0009833333333333335,-0.0009833333333333335,0.000951010101010101,1.994812e-06,3.930089369298513e-09,8.886186892707067e-05
134,5.7598,4.5713,0.000951010101010101,-0.0009843434343434344,-0.0009843434343434344,0.000951010101010101,1.9883884e-06,3.8872162583896245e-09,0.0001089225544068
135,5.7598,4.5713,0.000951010101010101,-0.0009853535353535354,-0.0009853535353535354,0.000951010101010101,1.992959e-06,3.929401424851885e-09,7.2377168621653e-05
136,5.7598,4.5713,0.000951010101010101,-0.0009863636363636363,-0.0009863636363636363,0.000951010101010101,1.9911058e-06,3.9666793428266695e-09,1.962887021628353e-05
137,5.7598,4.5713,0.000951010101010101,-0.0009873737373737375,-0.0009873737373737375,0.000951010101010101,1.9870013000000003e-06,3.8903451649620665e-09,0.0001418847698227
138,5.7598,4.5713,0.000951010101010101,-0.0009883838383838385,-0.0009883838383838385,0.000951010101010101,1.9919608999999998e-06,3.932454558169139e-09,3.939898184652158e-05
139,5.7598,4.5713,0.000951010101010101,-0.0009893939393939395,-0.0009893939393939395,0.000951010101010101,1.9881874e-06,3.874101334029103e-09,0.000112218785482
140,5.7598,4.5713,0.000951010101010101,-0.0009904040404040404,-0.0009904040404040404,0.000951010101010101,1.9909997999999998e-06,3.939621534987251e-09,2.9517993090049016e-05
141,5.7598,4.5713,0.000951010101010101,-0.0009914141414141414,-0.0009914141414141414,0.000951010101010101,1.9910367000000002e-06,4.005555103712329e-09,3.146869073222412e-06
142,5.7598,4.5713,0.000951010101010101,-0.0009924242424242426,-0.0009924242424242426,0.000951010101010101,1.9883884e-06,3.8872162583896245e-09,0.0001089225544068
143,5.7598,4.5713,0.000951010101010101,-0.0009934343434343435,-0.0009934343434343435,0.000951010101010101,1.9881874e-06,3.874101334029103e-09,0.000112218785482
144,5.7598,4.5713,0.000951010101010101,-0.0009944444444444445,-0.0009944444444444445,0.000951010101010101,1.9910367000000002e-06,4.005555103712329e-09,3.146869073222412e-06
145,5.7598,4.5713,0.000951010101010101,-0.0009954545454545455,-0.0009954545454545455,0.000951010101010101,1.9909266e-06,4.13067490534061e-09,2.981599508653242e-05
146,5.7598,4.5713,0.000951010101010101,-0.0009964646464646464,-0.0009964646464646464,0.000951010101010101,1.9875143000000002e-06,3.925078442977355e-09,0.0001550677690092
147,5.7598,4.5713,0.000951010101010101,-0.0009974747474747476,-0.0009974747474747476,0.000951010101010101,1.9898535e-06,4.00632130635049e-09,9.243617070169216e-05
148,5.7598,4.5713,0.000951010101010101,-0.0009984848484848486,-0.0009984848484848486,0.000951010101010101,1.9911748e-06,3.982778124441061e-09,1.6332274377580307e-05
149,5.7598,4.5713,0.000951010101010101,-0.0009994949494949495,-0.0009994949494949495,0.000951010101010101,1.9876494e-06,3.8482117664103514e-09,0.0001155158902068
150,5.7598,4.5713,0.000951010101010101,-0.0010005050505050505,-0.0010005050505050505,0.000951010101010101,1.99404e-06,3.926069966143348e-09,8.226849649775086e-05
151,5.7598,4.5713,0.000951010101010101,-0.0010015151515151517,-0.0010015151515151517,0.000951010101010101,1.9907136e-06,4.1393687288209155e-09,3.9699513562851785e-05
152,5.7598,4.5713,0.000951010101010101,-0.0010025252525252526,-0.0010025252525252526,0.000951010101010101,1.996019e-06,3.925982115802329e-09,9.875333582574332e-05
153,5.7598,4.5713,0.000951010101010101,-0.0010035353535353536,-0.0010035353535353536,0.000951010101010101,1.995358e-06,3.925362270926391e-09,9.215896032184226e-05
154,5.7598,4.5713,0.000951010101010101,-0.0010045454545454546,-0.0010045454545454546,0.000951010101010101,1.9868143e-06,3.886587749297919e-09,0.0001451811800588
155,5.7598,4.5713,0.000951010101010101,-0.0010055555555555555,-0.0010055555555555555,0.000951010101010101,1.9915236e-06,4.157432802334999e-09,4.629077509912127e-05
156,5.7598,4.5713,0.000951010101010101,-0.0010065656565656567,-0.0010065656565656567,0.000951010101010101,1.9970531e-06,3.961602947152152e-09,0.0001185270703791
157,5.7598,4.5713,0.000951010101010101,-0.0010075757575757577,-0.0010075757575757577,0.000951010101010101,1.992959e-06,3.929401424851885e-09,7.2377168621653e-05
158,5.7598,4.5713,0.000951010101010101,-0.0010085858585858587,-0.0010085858585858587,0.000951010101010101,1.9907136e-06,4.1393687288209155e-09,3.9699513562851785e-05
159,5.7598,4.5713,0.000951010101010101,-0.0010095959595959596,-0.0010095959595959596,0.000951010101010101,1.9907696e-06,4.129860203349636e-09,3.311226314802385e-05
160,5.7598,4.5713,0.000951010101010101,-0.0010106060606060608,-0.0010106060606060608,0.000951010101010101,1.9910788e-06,4.008022039821881e-09,6.441888377197046e-06
161,5.7598,4.5713,0.000951010101010101,-0.0010116161616161618,-0.0010116161616161618,0.000951010101010101,1.9973351e-06,3.970194278063296e-09,0.0001218232252268
162,5.7598,4.5713,0.000951010101010101,-0.0010126262626262627,-0.0010126262626262627,0.000951010101010101,1.9935029e-06,3.917870216517073e-09,5.918959750589262e-05
163,5.7598,4.5713,0.000951010101010101,-0.0010136363636363637,-0.0010136363636363637,0.000951010101010101,1.9909095e-06,4.096229306065603e-09,8.254642926178719e-05
164,5.7598,4.5713,0.000951010101010101,-0.0010146464646464647,-0.0010146464646464647,0.000951010101010101,1.995649e-06,3.924114091620207e-09,9.54558467277776e-05
165,5.7598,4.5713,0.000951010101010101,-0.0010156565656565658,-0.0010156565656565658,0.000951010101010101,1.9883884e-06,3.8872162583896245e-09,0.0001089225544068
166,5.7598,4.5713,0.000951010101010101,-0.0010166666666666668,-0.0010166666666666668,0.000951010101010101,1.9994712e-06,3.961723168365814e-09,0.0001613847445494
167,5.7598,4.5713,0.000951010101010101,-0.0010176767676767678,-0.0010176767676767678,0.000951010101010101,1.9910038e-06,3.923873670725463e-09,3.28142659238298e-05
168,5.7598,4.5713,0.000951010101010101,-0.0010186868686868687,-0.0010186868686868687,0.000951010101010101,1.9881874e-06,3.874101334029103e-09,0.000112218785482
169,5.7598,4.5713,0.000951010101010101,-0.0010196969696969697,-0.0010196969696969697,0.000951010101010101,1.9867233e-06,3.882951529546863e-09,0.0001484771121273
170,5.7598,4.5713,0.000951010101010101,-0.0010207070707070709,-0.0010207070707070709,0.000951010101010101,1.9973351e-06,3.970194278063296e-09,0.0001218232252268
171,5.7598,4.5713,0.000951010101010101,-0.0010217171717171718,-0.0010217171717171718,0.000951010101010101,1.9881874e-06,3.874101334029103e-09,0.000112218785482
172,5.7598,4.5713,0.000951010101010101,-0.0010227272727272728,-0.0010227272727272728,0.000951010101010101,1.9911827e-06,4.099664842419246e-09,1.3334573479404276e-05
173,5.7598,4.5713,0.000951010101010101,-0.0010237373737373738,-0.0010237373737373738,0.000951010101010101,1.9970311e-06,3.9413165054421655e-09,0.0001053443355295
174,5.7598,4.5713,0.000951010101010101,-0.001024747474747475,-0.001024747474747475,0.000951010101010101,1.9911198e-06,3.987653933439331e-09,1.303586541955668e-05
175,5.7598,4.5713,0.000951010101010101,-0.001025757575757576,-0.001025757575757576,0.000951010101010101,1.9974741e-06,3.9749954391510624e-09,0.0001350083195245
176,5.7598,4.5713,0.000951010101010101,-0.0010267676767676769,-0.0010267676767676769,0.000951010101010101,1.9991382e-06,4.001427763557242e-09,0.0001514983811397
