s	betacx	betacy	alphacx	alphacy	etax	etay	enx	eny	duration
 0.000000e+00	 1.944954e+00	 3.149270e+00	 2.000320e-01	 1.999922e-01	-6.326540e-17	 7.929131e-17	 4.000158e-08	 4.000035e-08	 9.480066e-15
 0.000000e+00	 1.944954e+00	 3.149270e+00	 2.000320e-01	 1.999922e-01	-6.326540e-17	 7.929131e-17	 4.000158e-08	 4.000035e-08	 9.480066e-15
 0.000000e+00	 1.941788e+00	 3.146091e+00	 1.957454e-01	 1.973657e-01	 3.064131e-07	 3.305149e-14	 4.000405e-08	 4.000035e-08	 9.480558e-15
 8.163265e-03	 1.938690e+00	 3.142955e+00	 1.914683e-01	 1.947239e-01	 1.225639e-06	 6.602537e-14	 4.001147e-08	 4.000035e-08	 9.481050e-15
 1.632653e-02	 1.935661e+00	 3.139860e+00	 1.871912e-01	 1.920820e-01	 2.757681e-06	 9.900527e-14	 4.002381e-08	 4.000035e-08	 9.481543e-15
 2.448980e-02	 1.932701e+00	 3.136808e+00	 1.829141e-01	 1.894401e-01	 4.902519e-06	 1.319932e-13	 4.004106e-08	 4.000035e-08	 9.482035e-15
 3.265306e-02	 1.929808e+00	 3.133798e+00	 1.786370e-01	 1.867982e-01	 7.660184e-06	 1.649929e-13	 4.006321e-08	 4.000035e-08	 9.482527e-15
 4.081633e-02	 1.926985e+00	 3.130831e+00	 1.743599e-01	 1.841563e-01	 1.103066e-05	 1.980051e-13	 4.009023e-08	 4.000035e-08	 9.483020e-15
 4.897959e-02	 1.924229e+00	 3.127905e+00	 1.700828e-01	 1.815144e-01	 1.501395e-05	 2.310339e-13	 4.012211e-08	 4.000035e-08	 9.483512e-15
 5.714286e-02	 1.921542e+00	 3.125022e+00	 1.658057e-01	 1.788725e-01	 1.961005e-05	 2.640815e-13	 4.015882e-08	 4.000035e-08	 9.484005e-15
 6.530612e-02	 1.918924e+00	 3.122181e+00	 1.615286e-01	 1.762306e-01	 2.481897e-05	 2.971497e-13	 4.020034e-08	 4.000035e-08	 9.484498e-15
 7.346939e-02	 1.916374e+00	 3.119383e+00	 1.572515e-01	 1.735887e-01	 3.064071e-05	 3.302408e-13	 4.024664e-08	 4.000035e-08	 9.484991e-15
 8.163265e-02	 1.913892e+00	 3.116626e+00	 1.529745e-01	 1.709468e-01	 3.707527e-05	 3.633586e-13	 4.029770e-08	 4.000035e-08	 9.485484e-15
 8.979592e-02	 1.911479e+00	 3.113912e+00	 1.486974e-01	 1.683050e-01	 4.412263e-05	 3.965047e-13	 4.035349e-08	 4.000035e-08	 9.485977e-15
 9.795918e-02	 1.909134e+00	 3.111241e+00	 1.444202e-01	 1.656631e-01	 5.178280e-05	 4.296815e-13	 4.041399e-08	 4.000035e-08	 9.486471e-15
 1.061224e-01	 1.906858e+00	 3.108611e+00	 1.401431e-01	 1.630212e-01	 6.005579e-05	 4.628922e-13	 4.047915e-08	 4.000035e-08	 9.486964e-15
 1.142857e-01	 1.904650e+00	 3.106024e+00	 1.358660e-01	 1.603793e-01	 6.894160e-05	 4.961390e-13	 4.054896e-08	 4.000035e-08	 9.487458e-15
 1.224490e-01	 1.902511e+00	 3.103479e+00	 1.315889e-01	 1.577374e-01	 7.844021e-05	 5.294239e-13	 4.062337e-08	 4.000035e-08	 9.487952e-15
 1.306122e-01	 1.900440e+00	 3.100976e+00	 1.273118e-01	 1.550955e-01	 8.855165e-05	 5.627503e-13	 4.070236e-08	 4.000035e-08	 9.488447e-15
 1.387755e-01	 1.898437e+00	 3.098516e+00	 1.230347e-01	 1.524536e-01	 9.927590e-05	 5.961204e-13	 4.078590e-08	 4.000035e-08	 9.488941e-15
 1.469388e-01	 1.896503e+00	 3.096098e+00	 1.187576e-01	 1.498117e-01	 1.106130e-04	 6.295367e-13	 4.087393e-08	 4.000035e-08	 9.489436e-15
 1.551020e-01	 1.894637e+00	 3.093722e+00	 1.144805e-01	 1.471698e-01	 1.225629e-04	 6.630022e-13	 4.096644e-08	 4.000035e-08	 9.489931e-15
 1.632653e-01	 1.892840e+00	 3.091388e+00	 1.102034e-01	 1.445280e-01	 1.351255e-04	 6.965177e-13	 4.106338e-08	 4.000035e-08	 9.490427e-15
 1.714286e-01	 1.891111e+00	 3.089097e+00	 1.059263e-01	 1.418861e-01	 1.483010e-04	 7.300873e-13	 4.116471e-08	 4.000035e-08	 9.490922e-15
 1.795918e-01	 1.889450e+00	 3.086848e+00	 1.016492e-01	 1.392442e-01	 1.620893e-04	 7.637131e-13	 4.127040e-08	 4.000035e-08	 9.491418e-15
 1.877551e-01	 1.887857e+00	 3.084641e+00	 9.737197e-02	 1.366023e-01	 1.764862e-04	 1.638477e-07	 4.138040e-08	 4.000035e-08	 9.491915e-15
 1.959184e-01	 1.886333e+00	 3.082476e+00	 9.309467e-02	 1.339604e-01	 1.914909e-04	 3.162830e-07	 4.149468e-08	 4.000035e-08	 9.492412e-15
 2.040816e-01	 1.884878e+00	 3.080354e+00	 8.881765e-02	 1.313185e-01	 2.071214e-04	 4.742393e-07	 4.161320e-08	 4.000035e-08	 9.492909e-15
 2.122449e-01	 1.883491e+00	 3.078274e+00	 8.454062e-02	 1.286766e-01	 2.233646e-04	 6.249056e-07	 4.173591e-08	 4.000035e-08	 9.493406e-15
 2.204082e-01	 1.882172e+00	 3.076236e+00	 8.026378e-02	 1.260347e-01	 2.402269e-04	 7.694797e-07	 4.186277e-08	 4.000035e-08	 9.493904e-15
 2.285714e-01	 1.880922e+00	 3.074241e+00	 7.598713e-02	 1.233928e-01	 2.577094e-04	 9.222125e-07	 4.199374e-08	 4.000035e-08	 9.494403e-15
 2.367347e-01	 1.879736e+00	 3.072288e+00	 7.170870e-02	 1.207509e-01	 2.757471e-04	 1.155515e-06	 4.212878e-08	 4.000035e-08	 9.494901e-15
 2.448980e-01	 1.878618e+00	 3.070377e+00	 6.743015e-02	 1.181091e-01	 2.943945e-04	 1.368345e-06	 4.226784e-08	 4.000035e-08	 9.495401e-15
 2.530612e-01	 1.877569e+00	 3.068508e+00	 6.315163e-02	 1.154672e-01	 3.136565e-04	 1.567300e-06	 4.241088e-08	 4.000035e-08	 9.495900e-15
 2.612245e-01	 1.876588e+00	 3.066682e+00	 5.887348e-02	 1.128253e-01	 3.335447e-04	 1.753636e-06	 4.255785e-08	 4.000035e-08	 9.496400e-15
 2.693878e-01	 1.875673e+00	 3.064898e+00	 5.459517e-02	 1.101834e-01	 3.540489e-04	 1.837522e-06	 4.270871e-08	 4.000035e-08	 9.496901e-15
 2.775510e-01	 1.874827e+00	 3.063156e+00	 5.031685e-02	 1.075415e-01	 3.751658e-04	 1.908919e-06	 4.286341e-08	 4.000035e-08	 9.497402e-15
 2.857143e-01	 1.874048e+00	 3.061456e+00	 4.603829e-02	 1.048996e-01	 3.968896e-04	 1.988271e-06	 4.302191e-08	 4.000035e-08	 9.497904e-15
 2.938776e-01	 1.873337e+00	 3.059799e+00	 4.176003e-02	 1.022577e-01	 4.192368e-04	 2.062931e-06	 4.318417e-08	 4.000035e-08	 9.498406e-15
 3.020408e-01	 1.872692e+00	 3.058184e+00	 3.748002e-02	 9.961583e-02	 4.421483e-04	 2.070793e-06	 4.335013e-08	 4.000034e-08	 9.498909e-15
 3.102041e-01	 1.872116e+00	 3.056611e+00	 3.319998e-02	 9.697394e-02	 4.656726e-04	 2.085937e-06	 4.351976e-08	 4.000034e-08	 9.499412e-15
 3.183673e-01	 1.871608e+00	 3.055081e+00	 2.891993e-02	 9.433205e-02	 4.898105e-04	 2.122035e-06	 4.369301e-08	 4.000034e-08	 9.499916e-15
 3.265306e-01	 1.871172e+00	 3.053593e+00	 2.463933e-02	 9.169016e-02	 5.145402e-04	 2.181682e-06	 4.386983e-08	 4.000034e-08	 9.500420e-15
 3.346939e-01	 1.870804e+00	 3.052147e+00	 2.035883e-02	 8.904827e-02	 5.398873e-04	 2.254827e-06	 4.405018e-08	 4.000034e-08	 9.500925e-15
 3.428571e-01	 1.870504e+00	 3.050743e+00	 1.607714e-02	 8.640638e-02	 5.658159e-04	 2.449545e-06	 4.423402e-08	 4.000034e-08	 9.501431e-15
 3.510204e-01	 1.870272e+00	 3.049381e+00	 1.179545e-02	 8.376449e-02	 5.923592e-04	 2.641564e-06	 4.442131e-08	 4.000034e-08	 9.501937e-15
 3.591837e-01	 1.870111e+00	 3.048062e+00	 7.513483e-03	 8.112260e-02	 6.195072e-04	 2.896694e-06	 4.461199e-08	 4.000034e-08	 9.502444e-15
 3.673469e-01	 1.870019e+00	 3.046785e+00	 3.231453e-03	 7.848072e-02	 6.472686e-04	 3.139438e-06	 4.480603e-08	 4.000034e-08	 9.502952e-15
 3.755102e-01	 1.869998e+00	 3.045551e+00	-1.048313e-03	 7.583883e-02	 6.756973e-04	 3.268544e-06	 4.500338e-08	 4.000034e-08	 9.503460e-15
 3.836735e-01	 1.870046e+00	 3.044359e+00	-5.328095e-03	 7.319694e-02	 7.047396e-04	 3.398109e-06	 4.520400e-08	 4.000034e-08	 9.503969e-15
 3.918367e-01	 1.870165e+00	 3.043208e+00	-9.604566e-03	 7.055505e-02	 7.344723e-04	 3.455076e-06	 4.540785e-08	 4.000034e-08	 9.504479e-15
 4.000000e-01	 1.870352e+00	 3.042101e+00	-1.389006e-02	 6.792805e-02	 7.648203e-04	 3.511778e-06	 4.561489e-08	 4.000034e-08	 9.504990e-15
 4.005000e-01	 1.870366e+00	 3.042033e+00	-1.415729e-02	 6.776293e-02	 7.667386e-04	 3.505290e-06	 4.561489e-08	 4.000034e-08	 9.504992e-15
 4.015000e-01	 1.870395e+00	 3.041898e+00	-1.469190e-02	 6.743269e-02	 7.705711e-04	 3.498859e-06	 4.561489e-08	 4.000034e-08	 9.504996e-15
 4.025000e-01	 1.870425e+00	 3.041763e+00	-1.522651e-02	 6.710245e-02	 7.744037e-04	 3.492476e-06	 4.561489e-08	 4.000034e-08	 9.505000e-15
 4.035000e-01	 1.870456e+00	 3.041629e+00	-1.576102e-02	 6.677222e-02	 7.782380e-04	 3.480709e-06	 4.561489e-08	 4.000034e-08	 9.505004e-15
 4.045000e-01	 1.870488e+00	 3.041496e+00	-1.629554e-02	 6.644198e-02	 7.820723e-04	 3.469015e-06	 4.561489e-08	 4.000034e-08	 9.505008e-15
 4.055000e-01	 1.870521e+00	 3.041363e+00	-1.683006e-02	 6.611174e-02	 7.859066e-04	 3.457393e-06	 4.561489e-08	 4.000034e-08	 9.505013e-15
 4.065000e-01	 1.870555e+00	 3.041232e+00	-1.736459e-02	 6.578151e-02	 7.897408e-04	 3.445908e-06	 4.561489e-08	 4.000034e-08	 9.505017e-15
 4.075000e-01	 1.870591e+00	 3.041100e+00	-1.789911e-02	 6.545127e-02	 7.935749e-04	 3.434494e-06	 4.561489e-08	 4.000034e-08	 9.505021e-15
 4.085000e-01	 1.870627e+00	 3.040970e+00	-1.843364e-02	 6.512103e-02	 7.974090e-04	 3.423148e-06	 4.561489e-08	 4.000034e-08	 9.505025e-15
 4.095000e-01	 1.870664e+00	 3.040840e+00	-1.896817e-02	 6.479080e-02	 8.012430e-04	 3.411872e-06	 4.561489e-08	 4.000034e-08	 9.505029e-15
 4.105000e-01	 1.870703e+00	 3.040711e+00	-1.950270e-02	 6.446056e-02	 8.050771e-04	 3.400607e-06	 4.561489e-08	 4.000034e-08	 9.505033e-15
 4.115000e-01	 1.870742e+00	 3.040582e+00	-2.003724e-02	 6.413032e-02	 8.089109e-04	 3.389078e-06	 4.561489e-08	 4.000034e-08	 9.505038e-15
 4.125000e-01	 1.870783e+00	 3.040454e+00	-2.057177e-02	 6.380009e-02	 8.127448e-04	 3.377619e-06	 4.561489e-08	 4.000034e-08	 9.505042e-15
 4.135000e-01	 1.870825e+00	 3.040327e+00	-2.110631e-02	 6.346985e-02	 8.165786e-04	 3.366228e-06	 4.561489e-08	 4.000034e-08	 9.505046e-15
 4.145000e-01	 1.870867e+00	 3.040200e+00	-2.164085e-02	 6.313961e-02	 8.204125e-04	 3.354905e-06	 4.561489e-08	 4.000034e-08	 9.505050e-15
 4.155000e-01	 1.870911e+00	 3.040074e+00	-2.217539e-02	 6.280938e-02	 8.242462e-04	 3.343649e-06	 4.561489e-08	 4.000034e-08	 9.505054e-15
 4.165000e-01	 1.870956e+00	 3.039949e+00	-2.270993e-02	 6.247914e-02	 8.280800e-04	 3.332458e-06	 4.561489e-08	 4.000034e-08	 9.505058e-15
 4.175000e-01	 1.871002e+00	 3.039824e+00	-2.324449e-02	 6.214890e-02	 8.319137e-04	 3.316480e-06	 4.561489e-08	 4.000034e-08	 9.505063e-15
 4.185000e-01	 1.871049e+00	 3.039700e+00	-2.377906e-02	 6.181867e-02	 8.357473e-04	 3.300585e-06	 4.561489e-08	 4.000034e-08	 9.505067e-15
 4.195000e-01	 1.871097e+00	 3.039577e+00	-2.431362e-02	 6.148843e-02	 8.395809e-04	 3.284773e-06	 4.561489e-08	 4.000034e-08	 9.505071e-15
 4.205000e-01	 1.871145e+00	 3.039454e+00	-2.484819e-02	 6.115819e-02	 8.434145e-04	 3.269041e-06	 4.561489e-08	 4.000034e-08	 9.505075e-15
 4.215000e-01	 1.871195e+00	 3.039332e+00	-2.538276e-02	 6.082796e-02	 8.472481e-04	 3.253390e-06	 4.561489e-08	 4.000034e-08	 9.505079e-15
 4.225000e-01	 1.871246e+00	 3.039211e+00	-2.591733e-02	 6.049772e-02	 8.510816e-04	 3.237818e-06	 4.561489e-08	 4.000034e-08	 9.505083e-15
 4.235000e-01	 1.871299e+00	 3.039090e+00	-2.645189e-02	 6.016748e-02	 8.549151e-04	 3.222325e-06	 4.561489e-08	 4.000034e-08	 9.505088e-15
 4.245000e-01	 1.871352e+00	 3.038970e+00	-2.698647e-02	 5.983724e-02	 8.587486e-04	 3.206909e-06	 4.561489e-08	 4.000034e-08	 9.505092e-15
 4.255000e-01	 1.871406e+00	 3.038851e+00	-2.752104e-02	 5.950701e-02	 8.625820e-04	 3.191571e-06	 4.561489e-08	 4.000034e-08	 9.505096e-15
 4.265000e-01	 1.871461e+00	 3.038732e+00	-2.805561e-02	 5.917677e-02	 8.664155e-04	 3.176309e-06	 4.561489e-08	 4.000034e-08	 9.505100e-15
 4.275000e-01	 1.871518e+00	 3.038614e+00	-2.859018e-02	 5.884653e-02	 8.702489e-04	 3.161122e-06	 4.561489e-08	 4.000034e-08	 9.505104e-15
 4.285000e-01	 1.871575e+00	 3.038497e+00	-2.912476e-02	 5.851630e-02	 8.740822e-04	 3.146010e-06	 4.561489e-08	 4.000034e-08	 9.505108e-15
 4.295000e-01	 1.871634e+00	 3.038380e+00	-2.965933e-02	 5.818606e-02	 8.779157e-04	 3.130994e-06	 4.561489e-08	 4.000034e-08	 9.505113e-15
 4.305000e-01	 1.871693e+00	 3.038264e+00	-3.019391e-02	 5.785582e-02	 8.817490e-04	 3.116034e-06	 4.561489e-08	 4.000034e-08	 9.505117e-15
 4.315000e-01	 1.871754e+00	 3.038149e+00	-3.072846e-02	 5.752559e-02	 8.855834e-04	 3.099516e-06	 4.561489e-08	 4.000034e-08	 9.505121e-15
 4.325000e-01	 1.871816e+00	 3.038034e+00	-3.126301e-02	 5.719535e-02	 8.894178e-04	 3.083072e-06	 4.561489e-08	 4.000034e-08	 9.505125e-15
 4.335000e-01	 1.871878e+00	 3.037920e+00	-3.179760e-02	 5.686511e-02	 8.932513e-04	 3.069151e-06	 4.561489e-08	 4.000034e-08	 9.505129e-15
 4.345000e-01	 1.871942e+00	 3.037807e+00	-3.233219e-02	 5.653487e-02	 8.970847e-04	 3.055284e-06	 4.561489e-08	 4.000034e-08	 9.505133e-15
 4.355000e-01	 1.872006e+00	 3.037694e+00	-3.286678e-02	 5.620464e-02	 9.009182e-04	 3.041471e-06	 4.561489e-08	 4.000034e-08	 9.505138e-15
 4.365000e-01	 1.872072e+00	 3.037582e+00	-3.340138e-02	 5.587440e-02	 9.047516e-04	 3.027711e-06	 4.561489e-08	 4.000034e-08	 9.505142e-15
 4.375000e-01	 1.872139e+00	 3.037470e+00	-3.393597e-02	 5.554416e-02	 9.085851e-04	 3.013970e-06	 4.561489e-08	 4.000034e-08	 9.505146e-15
 4.385000e-01	 1.872207e+00	 3.037360e+00	-3.447056e-02	 5.521393e-02	 9.124185e-04	 3.000281e-06	 4.561489e-08	 4.000034e-08	 9.505150e-15
 4.395000e-01	 1.872276e+00	 3.037250e+00	-3.500515e-02	 5.488369e-02	 9.162520e-04	 2.986613e-06	 4.561489e-08	 4.000034e-08	 9.505154e-15
 4.405000e-01	 1.872346e+00	 3.037140e+00	-3.553975e-02	 5.455345e-02	 9.200853e-04	 2.973101e-06	 4.561489e-08	 4.000034e-08	 9.505158e-15
 4.415000e-01	 1.872417e+00	 3.037031e+00	-3.607435e-02	 5.422322e-02	 9.239184e-04	 2.959428e-06	 4.561489e-08	 4.000034e-08	 9.505163e-15
 4.425000e-01	 1.872490e+00	 3.036923e+00	-3.660896e-02	 5.389298e-02	 9.277515e-04	 2.945807e-06	 4.561489e-08	 4.000034e-08	 9.505167e-15
 4.435000e-01	 1.872563e+00	 3.036816e+00	-3.714356e-02	 5.356274e-02	 9.315846e-04	 2.932237e-06	 4.561489e-08	 4.000034e-08	 9.505171e-15
 4.445000e-01	 1.872637e+00	 3.036709e+00	-3.767811e-02	 5.323250e-02	 9.354192e-04	 2.918913e-06	 4.561489e-08	 4.000034e-08	 9.505175e-15
 4.455000e-01	 1.872713e+00	 3.036603e+00	-3.821266e-02	 5.290227e-02	 9.392539e-04	 2.905635e-06	 4.561489e-08	 4.000034e-08	 9.505179e-15
 4.465000e-01	 1.872789e+00	 3.036497e+00	-3.874722e-02	 5.257203e-02	 9.430883e-04	 2.892473e-06	 4.561489e-08	 4.000034e-08	 9.505183e-15
 4.475000e-01	 1.872866e+00	 3.036393e+00	-3.928179e-02	 5.224179e-02	 9.469225e-04	 2.879032e-06	 4.561489e-08	 4.000034e-08	 9.505188e-15
 4.485000e-01	 1.872945e+00	 3.036288e+00	-3.981637e-02	 5.191156e-02	 9.507567e-04	 2.865637e-06	 4.561489e-08	 4.000034e-08	 9.505192e-15
 4.495000e-01	 1.873025e+00	 3.036185e+00	-4.035094e-02	 5.158132e-02	 9.545908e-04	 2.852289e-06	 4.561489e-08	 4.000034e-08	 9.505196e-15
 4.505000e-01	 1.873105e+00	 3.036082e+00	-4.088551e-02	 5.125108e-02	 9.584249e-04	 2.838988e-06	 4.561489e-08	 4.000034e-08	 9.505200e-15
 4.515000e-01	 1.873187e+00	 3.035980e+00	-4.142009e-02	 5.092084e-02	 9.622590e-04	 2.825732e-06	 4.561489e-08	 4.000034e-08	 9.505204e-15
 4.525000e-01	 1.873270e+00	 3.035878e+00	-4.195466e-02	 5.059061e-02	 9.660933e-04	 2.812700e-06	 4.561489e-08	 4.000034e-08	 9.505208e-15
 4.535000e-01	 1.873354e+00	 3.035778e+00	-4.248922e-02	 5.026037e-02	 9.699277e-04	 2.799549e-06	 4.561489e-08	 4.000034e-08	 9.505213e-15
 4.545000e-01	 1.873439e+00	 3.035677e+00	-4.302378e-02	 4.993013e-02	 9.737622e-04	 2.786442e-06	 4.561489e-08	 4.000034e-08	 9.505217e-15
 4.555000e-01	 1.873525e+00	 3.035578e+00	-4.355834e-02	 4.959990e-02	 9.775966e-04	 2.773380e-06	 4.561489e-08	 4.000034e-08	 9.505221e-15
 4.565000e-01	 1.873612e+00	 3.035479e+00	-4.409290e-02	 4.926966e-02	 9.814309e-04	 2.760362e-06	 4.561489e-08	 4.000034e-08	 9.505225e-15
 4.575000e-01	 1.873700e+00	 3.035381e+00	-4.462746e-02	 4.893942e-02	 9.852653e-04	 2.747395e-06	 4.561489e-08	 4.000034e-08	 9.505229e-15
 4.585000e-01	 1.873790e+00	 3.035283e+00	-4.516198e-02	 4.860919e-02	 9.891006e-04	 2.740974e-06	 4.561489e-08	 4.000034e-08	 9.505234e-15
 4.595000e-01	 1.873880e+00	 3.035186e+00	-4.569650e-02	 4.827895e-02	 9.929359e-04	 2.734576e-06	 4.561489e-08	 4.000034e-08	 9.505238e-15
 4.605000e-01	 1.873971e+00	 3.035090e+00	-4.623102e-02	 4.794871e-02	 9.967711e-04	 2.728200e-06	 4.561489e-08	 4.000033e-08	 9.505242e-15
 4.615000e-01	 1.874064e+00	 3.034995e+00	-4.676554e-02	 4.761847e-02	 1.000606e-03	 2.721656e-06	 4.561489e-08	 4.000033e-08	 9.505246e-15
 4.625000e-01	 1.874157e+00	 3.034900e+00	-4.730007e-02	 4.728824e-02	 1.004441e-03	 2.715134e-06	 4.561489e-08	 4.000033e-08	 9.505250e-15
 4.635000e-01	 1.874252e+00	 3.034805e+00	-4.783459e-02	 4.695800e-02	 1.008277e-03	 2.708435e-06	 4.561489e-08	 4.000033e-08	 9.505254e-15
 4.645000e-01	 1.874348e+00	 3.034712e+00	-4.836912e-02	 4.662776e-02	 1.012112e-03	 2.701619e-06	 4.561489e-08	 4.000033e-08	 9.505259e-15
 4.655000e-01	 1.874444e+00	 3.034619e+00	-4.890365e-02	 4.629753e-02	 1.015947e-03	 2.694826e-06	 4.561488e-08	 4.000033e-08	 9.505263e-15
 4.665000e-01	 1.874542e+00	 3.034527e+00	-4.943818e-02	 4.596729e-02	 1.019782e-03	 2.688055e-06	 4.561488e-08	 4.000033e-08	 9.505267e-15
 4.675000e-01	 1.874641e+00	 3.034435e+00	-4.997271e-02	 4.563705e-02	 1.023617e-03	 2.681372e-06	 4.561488e-08	 4.000033e-08	 9.505271e-15
 4.685000e-01	 1.874741e+00	 3.034344e+00	-5.050724e-02	 4.530682e-02	 1.027452e-03	 2.674712e-06	 4.561488e-08	 4.000033e-08	 9.505275e-15
 4.695000e-01	 1.874842e+00	 3.034254e+00	-5.104177e-02	 4.497658e-02	 1.031287e-03	 2.668002e-06	 4.561488e-08	 4.000033e-08	 9.505279e-15
 4.705000e-01	 1.874944e+00	 3.034164e+00	-5.157631e-02	 4.464634e-02	 1.035122e-03	 2.661314e-06	 4.561488e-08	 4.000033e-08	 9.505284e-15
 4.715000e-01	 1.875047e+00	 3.034075e+00	-5.211085e-02	 4.431610e-02	 1.038956e-03	 2.654459e-06	 4.561488e-08	 4.000033e-08	 9.505288e-15
 4.725000e-01	 1.875152e+00	 3.033987e+00	-5.264550e-02	 4.398587e-02	 1.042788e-03	 2.653100e-06	 4.561488e-08	 4.000033e-08	 9.505292e-15
 4.735000e-01	 1.875257e+00	 3.033899e+00	-5.318015e-02	 4.365563e-02	 1.046620e-03	 2.651638e-06	 4.561488e-08	 4.000033e-08	 9.505296e-15
 4.745000e-01	 1.875363e+00	 3.033812e+00	-5.371480e-02	 4.332539e-02	 1.050452e-03	 2.650262e-06	 4.561488e-08	 4.000033e-08	 9.505300e-15
 4.755000e-01	 1.875471e+00	 3.033726e+00	-5.424946e-02	 4.299516e-02	 1.054284e-03	 2.648893e-06	 4.561488e-08	 4.000033e-08	 9.505304e-15
 4.765000e-01	 1.875579e+00	 3.033640e+00	-5.478411e-02	 4.266492e-02	 1.058116e-03	 2.647532e-06	 4.561488e-08	 4.000033e-08	 9.505309e-15
 4.775000e-01	 1.875689e+00	 3.033555e+00	-5.531876e-02	 4.233468e-02	 1.061948e-03	 2.646178e-06	 4.561488e-08	 4.000033e-08	 9.505313e-15
 4.785000e-01	 1.875799e+00	 3.033471e+00	-5.585342e-02	 4.200445e-02	 1.065779e-03	 2.644830e-06	 4.561488e-08	 4.000033e-08	 9.505317e-15
 4.795000e-01	 1.875911e+00	 3.033387e+00	-5.638807e-02	 4.167421e-02	 1.069611e-03	 2.643654e-06	 4.561488e-08	 4.000033e-08	 9.505321e-15
 4.805000e-01	 1.876024e+00	 3.033304e+00	-5.692273e-02	 4.134397e-02	 1.073443e-03	 2.642483e-06	 4.561488e-08	 4.000033e-08	 9.505325e-15
 4.815000e-01	 1.876138e+00	 3.033222e+00	-5.745738e-02	 4.101374e-02	 1.077275e-03	 2.641320e-06	 4.561488e-08	 4.000033e-08	 9.505329e-15
 4.825000e-01	 1.876253e+00	 3.033140e+00	-5.799204e-02	 4.068350e-02	 1.081107e-03	 2.640163e-06	 4.561488e-08	 4.000033e-08	 9.505334e-15
 4.835000e-01	 1.876369e+00	 3.033059e+00	-5.852669e-02	 4.035326e-02	 1.084939e-03	 2.639013e-06	 4.561488e-08	 4.000033e-08	 9.505338e-15
 4.845000e-01	 1.876486e+00	 3.032979e+00	-5.906135e-02	 4.002302e-02	 1.088771e-03	 2.637869e-06	 4.561488e-08	 4.000033e-08	 9.505342e-15
 4.855000e-01	 1.876604e+00	 3.032899e+00	-5.959601e-02	 3.969279e-02	 1.092602e-03	 2.636838e-06	 4.561488e-08	 4.000033e-08	 9.505346e-15
 4.865000e-01	 1.876723e+00	 3.032820e+00	-6.013082e-02	 3.936255e-02	 1.096431e-03	 2.639832e-06	 4.561488e-08	 4.000033e-08	 9.505350e-15
 4.875000e-01	 1.876843e+00	 3.032742e+00	-6.066563e-02	 3.903231e-02	 1.100259e-03	 2.642796e-06	 4.561488e-08	 4.000033e-08	 9.505354e-15
 4.885000e-01	 1.876965e+00	 3.032664e+00	-6.120044e-02	 3.870208e-02	 1.104087e-03	 2.645758e-06	 4.561488e-08	 4.000033e-08	 9.505359e-15
 4.895000e-01	 1.877087e+00	 3.032587e+00	-6.173526e-02	 3.837184e-02	 1.107915e-03	 2.648718e-06	 4.561488e-08	 4.000033e-08	 9.505363e-15
 4.905000e-01	 1.877211e+00	 3.032510e+00	-6.227008e-02	 3.804160e-02	 1.111743e-03	 2.651628e-06	 4.561488e-08	 4.000033e-08	 9.505367e-15
 4.915000e-01	 1.877335e+00	 3.032435e+00	-6.280490e-02	 3.771137e-02	 1.115571e-03	 2.654561e-06	 4.561488e-08	 4.000033e-08	 9.505371e-15
 4.925000e-01	 1.877461e+00	 3.032360e+00	-6.333973e-02	 3.738113e-02	 1.119399e-03	 2.657493e-06	 4.561488e-08	 4.000033e-08	 9.505375e-15
 4.935000e-01	 1.877588e+00	 3.032285e+00	-6.387455e-02	 3.705089e-02	 1.123227e-03	 2.660422e-06	 4.561488e-08	 4.000033e-08	 9.505379e-15
 4.945000e-01	 1.877716e+00	 3.032211e+00	-6.440938e-02	 3.672066e-02	 1.127054e-03	 2.663349e-06	 4.561488e-08	 4.000033e-08	 9.505384e-15
 4.955000e-01	 1.877845e+00	 3.032138e+00	-6.494421e-02	 3.639042e-02	 1.130882e-03	 2.666275e-06	 4.561488e-08	 4.000033e-08	 9.505388e-15
 4.965000e-01	 1.877975e+00	 3.032066e+00	-6.547903e-02	 3.606018e-02	 1.134710e-03	 2.669152e-06	 4.561488e-08	 4.000033e-08	 9.505392e-15
 4.975000e-01	 1.878106e+00	 3.031994e+00	-6.601386e-02	 3.572995e-02	 1.138538e-03	 2.672027e-06	 4.561488e-08	 4.000033e-08	 9.505396e-15
 4.985000e-01	 1.878238e+00	 3.031923e+00	-6.654868e-02	 3.539971e-02	 1.142366e-03	 2.674902e-06	 4.561488e-08	 4.000033e-08	 9.505400e-15
 4.995000e-01	 1.878372e+00	 3.031852e+00	-6.708334e-02	 3.506947e-02	 1.146198e-03	 2.675753e-06	 4.561488e-08	 4.000033e-08	 9.505404e-15
 5.005000e-01	 1.878506e+00	 3.031783e+00	-6.761799e-02	 3.473923e-02	 1.150029e-03	 2.676607e-06	 4.561488e-08	 4.000033e-08	 9.505409e-15
 5.015000e-01	 1.878642e+00	 3.031713e+00	-6.815264e-02	 3.440900e-02	 1.153861e-03	 2.677463e-06	 4.561488e-08	 4.000033e-08	 9.505413e-15
 5.025000e-01	 1.878778e+00	 3.031645e+00	-6.868729e-02	 3.407876e-02	 1.157693e-03	 2.678321e-06	 4.561488e-08	 4.000033e-08	 9.505417e-15
