s	betacx	betacy	alphacx	alphacy	etax	etay	enx	eny	duration
 1.045500e+00	 2.111164e+00	 3.092005e+00	-3.591144e-01	-1.452399e-01	 3.235444e-03	 4.375996e-06	 4.561486e-08	 4.000031e-08	 9.507681e-15
 1.046500e+00	 2.111882e+00	 3.092296e+00	-3.596491e-01	-1.455702e-01	 3.239273e-03	 4.378468e-06	 4.561486e-08	 4.000031e-08	 9.507685e-15
 1.047500e+00	 2.112602e+00	 3.092588e+00	-3.601839e-01	-1.459004e-01	 3.243101e-03	 4.380622e-06	 4.561486e-08	 4.000031e-08	 9.507689e-15
 1.048500e+00	 2.113323e+00	 3.092880e+00	-3.607187e-01	-1.462306e-01	 3.246930e-03	 4.382777e-06	 4.561486e-08	 4.000031e-08	 9.507694e-15
 1.049500e+00	 2.114045e+00	 3.093173e+00	-3.612534e-01	-1.465609e-01	 3.250759e-03	 4.384926e-06	 4.561486e-08	 4.000031e-08	 9.507698e-15
 1.050500e+00	 2.114769e+00	 3.093466e+00	-3.617882e-01	-1.468911e-01	 3.254588e-03	 4.387075e-06	 4.561486e-08	 4.000031e-08	 9.507702e-15
 1.051500e+00	 2.115493e+00	 3.093760e+00	-3.623229e-01	-1.472213e-01	 3.258416e-03	 4.389224e-06	 4.561486e-08	 4.000031e-08	 9.507706e-15
 1.052500e+00	 2.116218e+00	 3.094055e+00	-3.628577e-01	-1.475516e-01	 3.262245e-03	 4.391373e-06	 4.561486e-08	 4.000031e-08	 9.507710e-15
 1.053500e+00	 2.116944e+00	 3.094350e+00	-3.633924e-01	-1.478818e-01	 3.266074e-03	 4.393512e-06	 4.561486e-08	 4.000031e-08	 9.507715e-15
 1.054500e+00	 2.117672e+00	 3.094646e+00	-3.639272e-01	-1.482120e-01	 3.269903e-03	 4.395652e-06	 4.561486e-08	 4.000031e-08	 9.507719e-15
 1.055500e+00	 2.118400e+00	 3.094943e+00	-3.644619e-01	-1.485423e-01	 3.273732e-03	 4.397730e-06	 4.561486e-08	 4.000031e-08	 9.507723e-15
 1.056500e+00	 2.119130e+00	 3.095241e+00	-3.649967e-01	-1.488725e-01	 3.277560e-03	 4.399808e-06	 4.561486e-08	 4.000031e-08	 9.507727e-15
 1.057500e+00	 2.119861e+00	 3.095539e+00	-3.655314e-01	-1.492028e-01	 3.281389e-03	 4.401880e-06	 4.561486e-08	 4.000031e-08	 9.507731e-15
 1.058500e+00	 2.120592e+00	 3.095837e+00	-3.660662e-01	-1.495330e-01	 3.285218e-03	 4.403952e-06	 4.561486e-08	 4.000031e-08	 9.507735e-15
 1.059500e+00	 2.121325e+00	 3.096137e+00	-3.666009e-01	-1.498632e-01	 3.289047e-03	 4.406024e-06	 4.561486e-08	 4.000031e-08	 9.507740e-15
 1.060500e+00	 2.122059e+00	 3.096437e+00	-3.671356e-01	-1.501935e-01	 3.292877e-03	 4.408190e-06	 4.561486e-08	 4.000031e-08	 9.507744e-15
 1.061500e+00	 2.122794e+00	 3.096738e+00	-3.676703e-01	-1.505237e-01	 3.296707e-03	 4.410357e-06	 4.561486e-08	 4.000031e-08	 9.507748e-15
 1.062500e+00	 2.123530e+00	 3.097039e+00	-3.682050e-01	-1.508539e-01	 3.300537e-03	 4.412524e-06	 4.561486e-08	 4.000031e-08	 9.507752e-15
 1.063500e+00	 2.124267e+00	 3.097341e+00	-3.687397e-01	-1.511842e-01	 3.304368e-03	 4.414692e-06	 4.561486e-08	 4.000031e-08	 9.507756e-15
 1.064500e+00	 2.125005e+00	 3.097644e+00	-3.692744e-01	-1.515144e-01	 3.308198e-03	 4.416860e-06	 4.561486e-08	 4.000031e-08	 9.507760e-15
 1.065500e+00	 2.125744e+00	 3.097947e+00	-3.698091e-01	-1.518447e-01	 3.312028e-03	 4.418736e-06	 4.561486e-08	 4.000031e-08	 9.507765e-15
 1.066500e+00	 2.126485e+00	 3.098251e+00	-3.703437e-01	-1.521749e-01	 3.315858e-03	 4.420613e-06	 4.561486e-08	 4.000031e-08	 9.507769e-15
 1.067500e+00	 2.127226e+00	 3.098556e+00	-3.708784e-01	-1.525051e-01	 3.319688e-03	 4.422491e-06	 4.561486e-08	 4.000031e-08	 9.507773e-15
 1.068500e+00	 2.127968e+00	 3.098861e+00	-3.714131e-01	-1.528354e-01	 3.323518e-03	 4.424369e-06	 4.561486e-08	 4.000031e-08	 9.507777e-15
 1.069500e+00	 2.128712e+00	 3.099167e+00	-3.719478e-01	-1.531656e-01	 3.327348e-03	 4.426247e-06	 4.561486e-08	 4.000031e-08	 9.507781e-15
 1.070500e+00	 2.129456e+00	 3.099474e+00	-3.724825e-01	-1.534958e-01	 3.331178e-03	 4.428117e-06	 4.561486e-08	 4.000031e-08	 9.507785e-15
 1.071500e+00	 2.130202e+00	 3.099781e+00	-3.730172e-01	-1.538261e-01	 3.335009e-03	 4.429926e-06	 4.561486e-08	 4.000031e-08	 9.507790e-15
 1.072500e+00	 2.130949e+00	 3.100089e+00	-3.735519e-01	-1.541563e-01	 3.338839e-03	 4.431736e-06	 4.561486e-08	 4.000031e-08	 9.507794e-15
 1.073500e+00	 2.131696e+00	 3.100398e+00	-3.740865e-01	-1.544866e-01	 3.342669e-03	 4.433546e-06	 4.561486e-08	 4.000031e-08	 9.507798e-15
 1.074500e+00	 2.132445e+00	 3.100707e+00	-3.746212e-01	-1.548168e-01	 3.346500e-03	 4.435205e-06	 4.561486e-08	 4.000031e-08	 9.507802e-15
 1.075500e+00	 2.133195e+00	 3.101017e+00	-3.751558e-01	-1.551470e-01	 3.350331e-03	 4.436809e-06	 4.561486e-08	 4.000031e-08	 9.507806e-15
 1.076500e+00	 2.133946e+00	 3.101328e+00	-3.756904e-01	-1.554773e-01	 3.354163e-03	 4.438415e-06	 4.561486e-08	 4.000031e-08	 9.507810e-15
 1.077500e+00	 2.134698e+00	 3.101639e+00	-3.762250e-01	-1.558075e-01	 3.357994e-03	 4.440046e-06	 4.561486e-08	 4.000031e-08	 9.507815e-15
 1.078500e+00	 2.135451e+00	 3.101951e+00	-3.767597e-01	-1.561377e-01	 3.361825e-03	 4.441678e-06	 4.561486e-08	 4.000031e-08	 9.507819e-15
 1.079500e+00	 2.136205e+00	 3.102263e+00	-3.772943e-01	-1.564680e-01	 3.365657e-03	 4.443310e-06	 4.561486e-08	 4.000031e-08	 9.507823e-15
 1.080500e+00	 2.136961e+00	 3.102577e+00	-3.778289e-01	-1.567982e-01	 3.369488e-03	 4.444944e-06	 4.561486e-08	 4.000031e-08	 9.507827e-15
 1.081500e+00	 2.137717e+00	 3.102891e+00	-3.783636e-01	-1.571284e-01	 3.373319e-03	 4.446579e-06	 4.561486e-08	 4.000031e-08	 9.507831e-15
 1.082500e+00	 2.138474e+00	 3.103205e+00	-3.788982e-01	-1.574587e-01	 3.377151e-03	 4.448215e-06	 4.561486e-08	 4.000031e-08	 9.507835e-15
 1.083500e+00	 2.139233e+00	 3.103521e+00	-3.794328e-01	-1.577889e-01	 3.380982e-03	 4.449851e-06	 4.561486e-08	 4.000031e-08	 9.507840e-15
 1.084500e+00	 2.139992e+00	 3.103836e+00	-3.799674e-01	-1.581192e-01	 3.384813e-03	 4.451489e-06	 4.561486e-08	 4.000031e-08	 9.507844e-15
 1.085500e+00	 2.140753e+00	 3.104153e+00	-3.805021e-01	-1.584494e-01	 3.388645e-03	 4.453178e-06	 4.561486e-08	 4.000031e-08	 9.507848e-15
 1.086500e+00	 2.141515e+00	 3.104470e+00	-3.810367e-01	-1.587796e-01	 3.392476e-03	 4.454868e-06	 4.561486e-08	 4.000031e-08	 9.507852e-15
 1.087500e+00	 2.142277e+00	 3.104788e+00	-3.815713e-01	-1.591099e-01	 3.396307e-03	 4.456558e-06	 4.561486e-08	 4.000031e-08	 9.507856e-15
 1.088500e+00	 2.143041e+00	 3.105107e+00	-3.821060e-01	-1.594401e-01	 3.400138e-03	 4.459428e-06	 4.561486e-08	 4.000031e-08	 9.507860e-15
 1.089500e+00	 2.143806e+00	 3.105426e+00	-3.826406e-01	-1.597703e-01	 3.403969e-03	 4.462296e-06	 4.561486e-08	 4.000031e-08	 9.507865e-15
 1.090500e+00	 2.144572e+00	 3.105746e+00	-3.831752e-01	-1.601006e-01	 3.407800e-03	 4.465163e-06	 4.561486e-08	 4.000031e-08	 9.507869e-15
 1.091500e+00	 2.145339e+00	 3.106066e+00	-3.837099e-01	-1.604308e-01	 3.411631e-03	 4.468029e-06	 4.561486e-08	 4.000031e-08	 9.507873e-15
 1.092500e+00	 2.146107e+00	 3.106387e+00	-3.842445e-01	-1.607611e-01	 3.415462e-03	 4.470894e-06	 4.561486e-08	 4.000031e-08	 9.507877e-15
 1.093500e+00	 2.146876e+00	 3.106709e+00	-3.847792e-01	-1.610913e-01	 3.419293e-03	 4.473758e-06	 4.561486e-08	 4.000031e-08	 9.507881e-15
 1.094500e+00	 2.147646e+00	 3.107032e+00	-3.853138e-01	-1.614215e-01	 3.423124e-03	 4.476758e-06	 4.561486e-08	 4.000031e-08	 9.507885e-15
 1.095500e+00	 2.148417e+00	 3.107355e+00	-3.858485e-01	-1.617518e-01	 3.426955e-03	 4.479757e-06	 4.561486e-08	 4.000031e-08	 9.507890e-15
 1.096500e+00	 2.149189e+00	 3.107679e+00	-3.863831e-01	-1.620820e-01	 3.430786e-03	 4.482755e-06	 4.561486e-08	 4.000031e-08	 9.507894e-15
 1.097500e+00	 2.149963e+00	 3.108003e+00	-3.869177e-01	-1.624122e-01	 3.434617e-03	 4.485752e-06	 4.561486e-08	 4.000031e-08	 9.507898e-15
 1.098500e+00	 2.150737e+00	 3.108328e+00	-3.874524e-01	-1.627425e-01	 3.438448e-03	 4.488747e-06	 4.561486e-08	 4.000031e-08	 9.507902e-15
 1.099500e+00	 2.151513e+00	 3.108654e+00	-3.879870e-01	-1.630727e-01	 3.442279e-03	 4.491741e-06	 4.561486e-08	 4.000031e-08	 9.507906e-15
 1.100500e+00	 2.152289e+00	 3.108981e+00	-3.885216e-01	-1.634029e-01	 3.446110e-03	 4.494734e-06	 4.561486e-08	 4.000031e-08	 9.507911e-15
 1.101500e+00	 2.153067e+00	 3.109308e+00	-3.890563e-01	-1.637332e-01	 3.449940e-03	 4.498989e-06	 4.561486e-08	 4.000031e-08	 9.507915e-15
 1.102500e+00	 2.153846e+00	 3.109636e+00	-3.895910e-01	-1.640634e-01	 3.453770e-03	 4.503242e-06	 4.561486e-08	 4.000031e-08	 9.507919e-15
 1.103500e+00	 2.154625e+00	 3.109964e+00	-3.901257e-01	-1.643937e-01	 3.457600e-03	 4.507492e-06	 4.561486e-08	 4.000031e-08	 9.507923e-15
 1.104500e+00	 2.155406e+00	 3.110293e+00	-3.906604e-01	-1.647239e-01	 3.461430e-03	 4.511739e-06	 4.561486e-08	 4.000031e-08	 9.507927e-15
 1.105500e+00	 2.156188e+00	 3.110623e+00	-3.911950e-01	-1.650541e-01	 3.465260e-03	 4.515983e-06	 4.561486e-08	 4.000031e-08	 9.507931e-15
 1.106500e+00	 2.156971e+00	 3.110954e+00	-3.917297e-01	-1.653844e-01	 3.469090e-03	 4.520145e-06	 4.561486e-08	 4.000031e-08	 9.507936e-15
 1.107500e+00	 2.157755e+00	 3.111285e+00	-3.922644e-01	-1.657146e-01	 3.472920e-03	 4.524305e-06	 4.561486e-08	 4.000031e-08	 9.507940e-15
 1.108500e+00	 2.158540e+00	 3.111616e+00	-3.927991e-01	-1.660448e-01	 3.476750e-03	 4.528461e-06	 4.561486e-08	 4.000031e-08	 9.507944e-15
 1.109500e+00	 2.159327e+00	 3.111949e+00	-3.933338e-01	-1.663751e-01	 3.480580e-03	 4.532615e-06	 4.561486e-08	 4.000031e-08	 9.507948e-15
 1.110500e+00	 2.160114e+00	 3.112282e+00	-3.938685e-01	-1.667053e-01	 3.484410e-03	 4.536715e-06	 4.561486e-08	 4.000031e-08	 9.507952e-15
 1.111500e+00	 2.160902e+00	 3.112616e+00	-3.944031e-01	-1.670356e-01	 3.488240e-03	 4.540812e-06	 4.561486e-08	 4.000031e-08	 9.507956e-15
 1.112500e+00	 2.161692e+00	 3.112950e+00	-3.949378e-01	-1.673658e-01	 3.492070e-03	 4.544906e-06	 4.561486e-08	 4.000031e-08	 9.507961e-15
 1.113500e+00	 2.162482e+00	 3.113285e+00	-3.954725e-01	-1.676960e-01	 3.495900e-03	 4.548998e-06	 4.561486e-08	 4.000031e-08	 9.507965e-15
 1.114500e+00	 2.163274e+00	 3.113621e+00	-3.960072e-01	-1.680263e-01	 3.499730e-03	 4.553109e-06	 4.561486e-08	 4.000031e-08	 9.507969e-15
 1.115500e+00	 2.164066e+00	 3.113957e+00	-3.965419e-01	-1.683565e-01	 3.503559e-03	 4.556612e-06	 4.561486e-08	 4.000031e-08	 9.507973e-15
 1.116500e+00	 2.164860e+00	 3.114294e+00	-3.970767e-01	-1.686867e-01	 3.507387e-03	 4.560113e-06	 4.561486e-08	 4.000031e-08	 9.507977e-15
 1.117500e+00	 2.165655e+00	 3.114632e+00	-3.976114e-01	-1.690170e-01	 3.511216e-03	 4.563611e-06	 4.561486e-08	 4.000031e-08	 9.507981e-15
 1.118500e+00	 2.166451e+00	 3.114970e+00	-3.981461e-01	-1.693472e-01	 3.515044e-03	 4.567107e-06	 4.561486e-08	 4.000031e-08	 9.507986e-15
 1.119500e+00	 2.167248e+00	 3.115309e+00	-3.986809e-01	-1.696775e-01	 3.518873e-03	 4.570600e-06	 4.561486e-08	 4.000031e-08	 9.507990e-15
 1.120500e+00	 2.168046e+00	 3.115649e+00	-3.992156e-01	-1.700077e-01	 3.522702e-03	 4.574090e-06	 4.561486e-08	 4.000031e-08	 9.507994e-15
 1.121500e+00	 2.168845e+00	 3.115989e+00	-3.997504e-01	-1.703379e-01	 3.526530e-03	 4.577578e-06	 4.561486e-08	 4.000031e-08	 9.507998e-15
 1.122500e+00	 2.169645e+00	 3.116330e+00	-4.002851e-01	-1.706682e-01	 3.530359e-03	 4.581063e-06	 4.561486e-08	 4.000031e-08	 9.508002e-15
 1.123500e+00	 2.170446e+00	 3.116672e+00	-4.008198e-01	-1.709984e-01	 3.534187e-03	 4.584517e-06	 4.561486e-08	 4.000031e-08	 9.508006e-15
 1.124500e+00	 2.171249e+00	 3.117014e+00	-4.013546e-01	-1.713286e-01	 3.538016e-03	 4.587969e-06	 4.561486e-08	 4.000031e-08	 9.508011e-15
 1.125500e+00	 2.172052e+00	 3.117357e+00	-4.018893e-01	-1.716589e-01	 3.541844e-03	 4.591312e-06	 4.561486e-08	 4.000031e-08	 9.508015e-15
 1.126500e+00	 2.172856e+00	 3.117701e+00	-4.024241e-01	-1.719891e-01	 3.545673e-03	 4.594612e-06	 4.561486e-08	 4.000031e-08	 9.508019e-15
 1.127500e+00	 2.173662e+00	 3.118045e+00	-4.029588e-01	-1.723193e-01	 3.549501e-03	 4.597915e-06	 4.561486e-08	 4.000031e-08	 9.508023e-15
 1.128500e+00	 2.174469e+00	 3.118390e+00	-4.034935e-01	-1.726496e-01	 3.553330e-03	 4.601216e-06	 4.561486e-08	 4.000031e-08	 9.508027e-15
 1.129500e+00	 2.175276e+00	 3.118736e+00	-4.040283e-01	-1.729798e-01	 3.557157e-03	 4.604646e-06	 4.561486e-08	 4.000031e-08	 9.508031e-15
 1.130500e+00	 2.176085e+00	 3.119082e+00	-4.045631e-01	-1.733101e-01	 3.560985e-03	 4.608075e-06	 4.561486e-08	 4.000031e-08	 9.508036e-15
 1.131500e+00	 2.176895e+00	 3.119429e+00	-4.050979e-01	-1.736403e-01	 3.564812e-03	 4.611446e-06	 4.561486e-08	 4.000031e-08	 9.508040e-15
 1.132500e+00	 2.177706e+00	 3.119777e+00	-4.056327e-01	-1.739705e-01	 3.568640e-03	 4.614815e-06	 4.561486e-08	 4.000031e-08	 9.508044e-15
 1.133500e+00	 2.178518e+00	 3.120125e+00	-4.061674e-01	-1.743008e-01	 3.572467e-03	 4.618182e-06	 4.561486e-08	 4.000031e-08	 9.508048e-15
 1.134500e+00	 2.179331e+00	 3.120474e+00	-4.067022e-01	-1.746310e-01	 3.576294e-03	 4.621548e-06	 4.561486e-08	 4.000031e-08	 9.508052e-15
 1.135500e+00	 2.180145e+00	 3.120824e+00	-4.072370e-01	-1.749612e-01	 3.580122e-03	 4.624912e-06	 4.561486e-08	 4.000031e-08	 9.508056e-15
 1.136500e+00	 2.180961e+00	 3.121174e+00	-4.077718e-01	-1.752915e-01	 3.583949e-03	 4.628274e-06	 4.561486e-08	 4.000031e-08	 9.508061e-15
 1.137500e+00	 2.181777e+00	 3.121525e+00	-4.083066e-01	-1.756217e-01	 3.587777e-03	 4.631672e-06	 4.561486e-08	 4.000031e-08	 9.508065e-15
 1.138500e+00	 2.182594e+00	 3.121876e+00	-4.088413e-01	-1.759520e-01	 3.591604e-03	 4.635069e-06	 4.561486e-08	 4.000031e-08	 9.508069e-15
 1.139500e+00	 2.183413e+00	 3.122229e+00	-4.093761e-01	-1.762822e-01	 3.595431e-03	 4.638464e-06	 4.561486e-08	 4.000031e-08	 9.508073e-15
 1.140500e+00	 2.184232e+00	 3.122581e+00	-4.099109e-01	-1.766124e-01	 3.599259e-03	 4.641857e-06	 4.561486e-08	 4.000031e-08	 9.508077e-15
 1.141500e+00	 2.185053e+00	 3.122935e+00	-4.104457e-01	-1.769427e-01	 3.603086e-03	 4.645218e-06	 4.561486e-08	 4.000031e-08	 9.508081e-15
 1.142500e+00	 2.185875e+00	 3.123289e+00	-4.109805e-01	-1.772729e-01	 3.606913e-03	 4.648426e-06	 4.561486e-08	 4.000031e-08	 9.508086e-15
 1.143500e+00	 2.186697e+00	 3.123644e+00	-4.115153e-01	-1.776031e-01	 3.610741e-03	 4.651633e-06	 4.561486e-08	 4.000031e-08	 9.508090e-15
 1.144500e+00	 2.187521e+00	 3.124000e+00	-4.120500e-01	-1.779334e-01	 3.614568e-03	 4.654839e-06	 4.561486e-08	 4.000031e-08	 9.508094e-15
 1.145500e+00	 2.188346e+00	 3.124356e+00	-4.125848e-01	-1.782636e-01	 3.618396e-03	 4.658042e-06	 4.561486e-08	 4.000031e-08	 9.508098e-15
 1.146500e+00	 2.189172e+00	 3.124713e+00	-4.131196e-01	-1.785939e-01	 3.622223e-03	 4.661243e-06	 4.561486e-08	 4.000031e-08	 9.508102e-15
 1.147500e+00	 2.189999e+00	 3.125070e+00	-4.136544e-01	-1.789241e-01	 3.626050e-03	 4.664475e-06	 4.561486e-08	 4.000031e-08	 9.508107e-15
 1.148500e+00	 2.190827e+00	 3.125428e+00	-4.141892e-01	-1.792543e-01	 3.629877e-03	 4.667706e-06	 4.561486e-08	 4.000031e-08	 9.508111e-15
 1.149500e+00	 2.191656e+00	 3.125787e+00	-4.147240e-01	-1.795846e-01	 3.633705e-03	 4.670934e-06	 4.561486e-08	 4.000031e-08	 9.508115e-15
 1.150500e+00	 2.192486e+00	 3.126147e+00	-4.152588e-01	-1.799148e-01	 3.637532e-03	 4.674130e-06	 4.561486e-08	 4.000031e-08	 9.508119e-15
 1.151500e+00	 2.193318e+00	 3.126507e+00	-4.157936e-01	-1.802450e-01	 3.641359e-03	 4.677324e-06	 4.561486e-08	 4.000031e-08	 9.508123e-15
 1.152500e+00	 2.194150e+00	 3.126868e+00	-4.163283e-01	-1.805753e-01	 3.645187e-03	 4.680516e-06	 4.561486e-08	 4.000031e-08	 9.508127e-15
 1.153500e+00	 2.194984e+00	 3.127229e+00	-4.168631e-01	-1.809055e-01	 3.649014e-03	 4.683706e-06	 4.561486e-08	 4.000031e-08	 9.508132e-15
 1.154500e+00	 2.195818e+00	 3.127591e+00	-4.173979e-01	-1.812357e-01	 3.652841e-03	 4.686894e-06	 4.561486e-08	 4.000031e-08	 9.508136e-15
 1.155500e+00	 2.196654e+00	 3.127954e+00	-4.179327e-01	-1.815660e-01	 3.656669e-03	 4.690080e-06	 4.561486e-08	 4.000031e-08	 9.508140e-15
 1.156500e+00	 2.197490e+00	 3.128318e+00	-4.184675e-01	-1.818962e-01	 3.660496e-03	 4.693346e-06	 4.561486e-08	 4.000031e-08	 9.508144e-15
 1.157500e+00	 2.198328e+00	 3.128682e+00	-4.190023e-01	-1.822265e-01	 3.664324e-03	 4.696610e-06	 4.561486e-08	 4.000031e-08	 9.508148e-15
 1.158500e+00	 2.199167e+00	 3.129046e+00	-4.195371e-01	-1.825567e-01	 3.668152e-03	 4.699873e-06	 4.561486e-08	 4.000031e-08	 9.508152e-15
 1.159500e+00	 2.200007e+00	 3.129412e+00	-4.200719e-01	-1.828869e-01	 3.671980e-03	 4.703134e-06	 4.561486e-08	 4.000031e-08	 9.508157e-15
 1.160500e+00	 2.200847e+00	 3.129778e+00	-4.206067e-01	-1.832172e-01	 3.675807e-03	 4.706394e-06	 4.561486e-08	 4.000031e-08	 9.508161e-15
 1.161500e+00	 2.201689e+00	 3.130145e+00	-4.211414e-01	-1.835474e-01	 3.679635e-03	 4.709652e-06	 4.561485e-08	 4.000031e-08	 9.508165e-15
 1.162500e+00	 2.202532e+00	 3.130512e+00	-4.216762e-01	-1.838776e-01	 3.683463e-03	 4.712878e-06	 4.561485e-08	 4.000031e-08	 9.508169e-15
 1.163500e+00	 2.203376e+00	 3.130880e+00	-4.222110e-01	-1.842079e-01	 3.687291e-03	 4.716102e-06	 4.561485e-08	 4.000031e-08	 9.508173e-15
 1.164500e+00	 2.204222e+00	 3.131249e+00	-4.227458e-01	-1.845381e-01	 3.691119e-03	 4.719324e-06	 4.561485e-08	 4.000031e-08	 9.508177e-15
 1.165500e+00	 2.205068e+00	 3.131618e+00	-4.232806e-01	-1.848684e-01	 3.694947e-03	 4.722546e-06	 4.561485e-08	 4.000031e-08	 9.508182e-15
 1.166500e+00	 2.205915e+00	 3.131988e+00	-4.238154e-01	-1.851986e-01	 3.698774e-03	 4.725765e-06	 4.561485e-08	 4.000031e-08	 9.508186e-15
 1.167500e+00	 2.206763e+00	 3.132359e+00	-4.243501e-01	-1.855288e-01	 3.702602e-03	 4.728984e-06	 4.561485e-08	 4.000031e-08	 9.508190e-15
 1.168500e+00	 2.207613e+00	 3.132731e+00	-4.248849e-01	-1.858591e-01	 3.706430e-03	 4.732221e-06	 4.561485e-08	 4.000031e-08	 9.508194e-15
 1.169500e+00	 2.208463e+00	 3.133103e+00	-4.254197e-01	-1.861893e-01	 3.710258e-03	 4.735410e-06	 4.561485e-08	 4.000031e-08	 9.508198e-15
 1.170500e+00	 2.209315e+00	 3.133475e+00	-4.259545e-01	-1.865195e-01	 3.714087e-03	 4.736812e-06	 4.561485e-08	 4.000031e-08	 9.508202e-15
 1.171500e+00	 2.210168e+00	 3.133849e+00	-4.264892e-01	-1.868498e-01	 3.717915e-03	 4.738226e-06	 4.561485e-08	 4.000031e-08	 9.508207e-15
 1.172500e+00	 2.211021e+00	 3.134223e+00	-4.270240e-01	-1.871800e-01	 3.721744e-03	 4.739641e-06	 4.561485e-08	 4.000031e-08	 9.508211e-15
 1.173500e+00	 2.211876e+00	 3.134597e+00	-4.275588e-01	-1.875102e-01	 3.725573e-03	 4.741054e-06	 4.561485e-08	 4.000031e-08	 9.508215e-15
 1.174500e+00	 2.212732e+00	 3.134973e+00	-4.280935e-01	-1.878405e-01	 3.729402e-03	 4.742523e-06	 4.561485e-08	 4.000031e-08	 9.508219e-15
 1.175500e+00	 2.213589e+00	 3.135349e+00	-4.286283e-01	-1.881707e-01	 3.733231e-03	 4.744009e-06	 4.561485e-08	 4.000031e-08	 9.508223e-15
 1.176500e+00	 2.214447e+00	 3.135725e+00	-4.291630e-01	-1.885010e-01	 3.737059e-03	 4.745495e-06	 4.561485e-08	 4.000031e-08	 9.508227e-15
 1.177500e+00	 2.215306e+00	 3.136103e+00	-4.296978e-01	-1.888312e-01	 3.740888e-03	 4.746923e-06	 4.561485e-08	 4.000031e-08	 9.508232e-15
 1.178500e+00	 2.216166e+00	 3.136481e+00	-4.302326e-01	-1.891614e-01	 3.744717e-03	 4.748351e-06	 4.561485e-08	 4.000031e-08	 9.508236e-15
 1.179500e+00	 2.217028e+00	 3.136859e+00	-4.307673e-01	-1.894917e-01	 3.748546e-03	 4.749772e-06	 4.561485e-08	 4.000031e-08	 9.508240e-15
 1.180500e+00	 2.217890e+00	 3.137239e+00	-4.313021e-01	-1.898219e-01	 3.752374e-03	 4.751192e-06	 4.561485e-08	 4.000031e-08	 9.508244e-15
 1.181500e+00	 2.218753e+00	 3.137619e+00	-4.318368e-01	-1.901521e-01	 3.756203e-03	 4.752612e-06	 4.561485e-08	 4.000031e-08	 9.508248e-15
 1.182500e+00	 2.219618e+00	 3.137999e+00	-4.323716e-01	-1.904824e-01	 3.760032e-03	 4.754032e-06	 4.561485e-08	 4.000031e-08	 9.508252e-15
 1.183500e+00	 2.220483e+00	 3.138381e+00	-4.329063e-01	-1.908126e-01	 3.763861e-03	 4.753824e-06	 4.561485e-08	 4.000031e-08	 9.508257e-15
 1.184500e+00	 2.221350e+00	 3.138763e+00	-4.334411e-01	-1.911429e-01	 3.767690e-03	 4.753618e-06	 4.561485e-08	 4.000031e-08	 9.508261e-15
 1.185500e+00	 2.222217e+00	 3.139145e+00	-4.339759e-01	-1.914731e-01	 3.771519e-03	 4.753414e-06	 4.561485e-08	 4.000031e-08	 9.508265e-15
 1.186500e+00	 2.223086e+00	 3.139529e+00	-4.345106e-01	-1.918033e-01	 3.775348e-03	 4.753211e-06	 4.561485e-08	 4.000031e-08	 9.508269e-15
 1.187500e+00	 2.223956e+00	 3.139912e+00	-4.350454e-01	-1.921336e-01	 3.779176e-03	 4.753011e-06	 4.561485e-08	 4.000031e-08	 9.508273e-15
 1.188500e+00	 2.224827e+00	 3.140297e+00	-4.355801e-01	-1.924638e-01	 3.783005e-03	 4.752812e-06	 4.561485e-08	 4.000031e-08	 9.508277e-15
 1.189500e+00	 2.225698e+00	 3.140682e+00	-4.361149e-01	-1.927940e-01	 3.786834e-03	 4.752614e-06	 4.561485e-08	 4.000031e-08	 9.508282e-15
 1.190500e+00	 2.226571e+00	 3.141068e+00	-4.366497e-01	-1.931243e-01	 3.790663e-03	 4.752419e-06	 4.561485e-08	 4.000031e-08	 9.508286e-15
 1.191500e+00	 2.227446e+00	 3.141455e+00	-4.371844e-01	-1.934545e-01	 3.794492e-03	 4.752225e-06	 4.561485e-08	 4.000031e-08	 9.508290e-15
 1.192500e+00	 2.228321e+00	 3.141842e+00	-4.377192e-01	-1.937848e-01	 3.798321e-03	 4.752033e-06	 4.561485e-08	 4.000031e-08	 9.508294e-15
 1.193500e+00	 2.229197e+00	 3.142230e+00	-4.382539e-01	-1.941150e-01	 3.802150e-03	 4.751842e-06	 4.561485e-08	 4.000031e-08	 9.508298e-15
 1.194500e+00	 2.230074e+00	 3.142619e+00	-4.387887e-01	-1.944452e-01	 3.805979e-03	 4.751654e-06	 4.561485e-08	 4.000031e-08	 9.508303e-15
 1.195500e+00	 2.230952e+00	 3.143008e+00	-4.393234e-01	-1.947755e-01	 3.809808e-03	 4.751465e-06	 4.561485e-08	 4.000031e-08	 9.508307e-15
 1.196500e+00	 2.231832e+00	 3.143398e+00	-4.398582e-01	-1.951057e-01	 3.813637e-03	 4.751277e-06	 4.561485e-08	 4.000031e-08	 9.508311e-15
 1.197500e+00	 2.232712e+00	 3.143788e+00	-4.403929e-01	-1.954359e-01	 3.817466e-03	 4.751243e-06	 4.561485e-08	 4.000031e-08	 9.508315e-15
 1.198500e+00	 2.233594e+00	 3.144179e+00	-4.409277e-01	-1.957662e-01	 3.821295e-03	 4.751210e-06	 4.561485e-08	 4.000031e-08	 9.508319e-15
 1.199500e+00	 2.234476e+00	 3.144571e+00	-4.414624e-01	-1.960964e-01	 3.825125e-03	 4.751180e-06	 4.561485e-08	 4.000031e-08	 9.508323e-15
